QuestionID,Question,Label1,Label2,Dbpedia-Relation,RelationTotal,wordCountWithput@@@,Word Count(Avg),Explicit(Avg),Hidden(Avg),Common,relnliodLogs,qanary_component-DiambiguationProperty-OKBQA,qanary_component-AnnotationofSpotProperty,K-cap,isiah
10664,List the shows whose company's successor is Amblin Television. ?,first driver,pole driver,"http://dbpedia.org/ontology/firstDriver,http://dbpedia.org/ontology/poleDriver",2,2,2,1,0,0,0.5,0,0,0,1
10665,Count the total number of battles fought by the military people which fought in Levant ?,designed ,,http://dbpedia.org/ontology/designCompany,1,1,1,0,0,0,,0,0,1,1
10668,Name the sports played by Jamiatu Muslim Mindanao ?,phylum,,http://dbpedia.org/ontology/phylum,1,1,1,1,0,0,1,,,0,0
10669,What is the television show whose opening theme is Te Deum (Charpentier) ?,largest city,,http://dbpedia.org/ontology/largestCity,1,2,2,1,0,0,0,0,,0,1
10670,What is the total number of participant in conflict of SFOR ?,Network,judges,http://dbpedia.org/ontology/network,1,2,2,1,0,0,,,,1,0
10671,From how many different places have people gone to the Harward Medical School ?,in,,http://dbpedia.org/ontology/mouthMountain,1,1,1,0,0,0,0,,0,0,0
10673,Name the river passing through Reading Berkshire and has mouth place at Essex ?,own ,places,"http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/location",2,1,1,0,0,0,0,,,0,0
10674,How many movies music composers are associated with Demis Roussos ?,discovered by,,http://dbpedia.org/ontology/discoverer,1,2,2,0,0,0,,1,1,1,0
10675,Who all play for the Ivory Coast football team ?,authoritative,,http://dbpedia.org/ontology/binomialAuthority,1,1,1,0,0,0,,,,0,0
10676,Which party has come in power at both Balangir and Amaravila in india ?,father,,http://dbpedia.org/ontology/child,1,1,1,0,0,0,,0,,1,0
10677,List the total number of executive producer of TV show which have one of the executiive producer as Steven Moffat ?,given names,,http://dbpedia.org/ontology/gender,1,2,2,0,0,0,,,,0,0
10678,How many things belong to a division of plant kingdom ?,parent company,,http://dbpedia.org/ontology/parentCompany,1,2,2,1,0,0,0,0,0,1,1
10679,Does Massimo Liverani play for Abarth ?,sister station,broadcasted,"http://dbpedia.org/ontology/sisterStation,http://dbpedia.org/ontology/broadcastArea",2,1.5,1.5,0.5,0,0,,,,0,0
10680,Name the source Island of Bayou ?,genre,,http://dbpedia.org/ontology/literaryGenre,1,1,1,0,0,0,0,,,0,0
10681,Did Alexander Magleby study at the Dartmouth College ?,colour,won,"http://dbpedia.org/ontology/colour,http://dbpedia.org/ontology/honours",2,1,1,0.5,0,0,0,,0,0,0
10682,What is the total number of relgions followed by people born in Bangkok ?,president,500000,"http://dbpedia.org/ontology/president,http://dbpedia.org/ontology/president",2,1,1,0.5,0,1,1,,,0,1
10683,Where are the homestadiums of the seasons chaired by Merritt Paulson ?,music,adapted from,http://dbpedia.org/ontology/basedOn,1,3,3,0,0,0,,0,,0,0
10684,"In which of the parties that have governed over Rishikesh, does Govinda belong too ?",parent,spouse,"http://dbpedia.org/ontology/parent,http://dbpedia.org/ontology/spouse",2,1,1,1,0,0,0.5,0.5,0.5,0,1
10686,List softwares written in C++ and runs on Mac OS ?,governor,,http://dbpedia.org/ontology/governor,1,1,1,1,0,0,1,0,1,0,1
10687,What are the home stadiums of the things Leonid Fedun has been the chairman of ?,falls under,borders,"http://dbpedia.org/ontology/municipality,http://dbpedia.org/ontology/border",2,1.5,1.5,0,0,0,0.5,0,,0,0
10688,For which team does hunter pence play for ?,actor,created,"http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/creator",2,1,1,0,0,0,,,,0,0
10689,How many have former teams as Indianapolis Colts and Carolina Panthers ?,affiliated,sport,"http://dbpedia.org/ontology/affiliation,http://dbpedia.org/ontology/sport",2,1,1,0.5,0,0,0.5,0,0.5,0,0
10690,Who owns Ivanpah Solar Power Facility ?,team,500000,"http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam",2,1,1,0,0,1,,,,0,0
10691,Name the sharehoders of The National Herald ?,residence,,http://dbpedia.org/ontology/residence,1,1,1,1,0,0,1,1,1,0,1
10692,List some things that Swedish people have become famous for ?,builder,builder,"http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/builder",2,1,1,1,0,0,0,0,0,0,0
10693,How many things are made by companies who produce mass media articles ?,@@@,participated,http://dbpedia.org/ontology/birthPlace,1,1,2,0,1,0,,0,,0,0
10695,Name the rivers who originate from Essex ?,member band,,http://dbpedia.org/ontology/formerBandMember,1,2,2,0,0,0,,,,0,1
10696,Is lion an animal ?,coach,team,http://dbpedia.org/ontology/coach,1,2,2,1,0,0,1,0,1,1,1
10697,Which players have represented Los Angeles Angels of Anaheim ?,OSes,developed,http://dbpedia.org/ontology/developer,1,2,2,0,0,0,1,1,1,0,1
10698,List the shows whose network is run by BBC. ?,composed,,http://dbpedia.org/ontology/musicComposer,1,1,1,0,0,0,,0,,0,1
10700,What are some games availible on nintendo's virtual console ?,operator,,http://dbpedia.org/ontology/operator,1,1,1,1,0,0,1,1,1,0,0
10701,Which bacteria's taxonomic class is Bacilli ?,series,500000,"http://dbpedia.org/ontology/series,http://dbpedia.org/ontology/series",2,1,1,0.5,0,1,,,,1,0
10702,Is the magnolia place of the greek revival architectural style ?,graduates,parties,"http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/party",2,1,1,0,0,0,0,0,,0,0
10703,List the movies whose cast member were born in Scotland. ?,@@@,,http://dbpedia.org/ontology/order,1,0,1,0,1,0,,,,0,0
10705,List the significant building of the architect who also designed  Kiev ?,founded,@@@,"http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/foundationPlace",2,0.5,1,0,0.5,0,0,0,0,0,0
10706,Was George Washington on the rank of general ?,causes of death,,"http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/deathCause",2,1.5,1.5,0,0,0,0,0,,0,0
10707,What softwares were created by Apple Productivity Experience Group ?,cast member,related ,"http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/related",2,1.5,1.5,0.5,0,0,,,,0,0
10708,Count the number of judges who've come on CTV network shows. ?,artist music,artist music,"http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/associatedMusicalArtist",2,2,2,0,0,0,,0,,0,0
10709,What are the shows whose creator has worked as a screenwriter ?,residence,,http://dbpedia.org/ontology/residence,1,1,1,1,0,0,,,,0,0
10710,Who is the person whose opponent's father is Newman Haynes Clanton ?,doctoral student,,http://dbpedia.org/ontology/doctoralStudent,1,2,2,1,0,0,,,,0,1
10711,Which religions are practiced in India ?,ends,"start,","http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/routeStart",2,1,1,0,0,0,0,0,,0,0
10712,Is Gaza Strip the result of Operation Autumn Clouds ?,headcoached,team,http://dbpedia.org/ontology/team,1,2,2,1,0,0,,0,,0,0
10714,Is the Frank R Lillie House has the Chicago architecture ?,county seat,,http://dbpedia.org/ontology/countySeat,1,2,2,1,0,0,,1,,0,0
10715,Name the common musical band of Take Me There and Tonight's the Night ?,died in,relatives,http://dbpedia.org/ontology/relation,1,3,3,0,0,0,0,0,,0,0
10717,What are the county seats of the region which operates the Boeing Field ?,mountain range,first,"http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/firstAscentPerson",2,1.5,1.5,0.5,0,0,0,0,,0,1
10718,What is the university whose campus are Indiana and Iowa ?,direct,,http://dbpedia.org/ontology/director,1,1,1,0,0,0,,0,,0,0
10720,What is the style of architecture of Pontiac Building ?,built by,tenant,"http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/tenant",2,1.5,1.5,0.5,0,0,0.5,0,,0,0
10721,Name the directors of Lennon Legend: The Very Best of John Lennon (DVD) ?,type,,http://dbpedia.org/ontology/type,1,1,1,1,0,0,1,0,1,0,0
10722,For how many other teams have the members of Atlant Moscow Oblast played ?,military branch,,http://dbpedia.org/ontology/militaryBranch,1,2,2,1,0,0,0,0,0,0,1
10723,How many sports are played in maharashtran schools ?,VP,study,"http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/ontology/almaMater",2,1,1,0,0,0,,,,0,0
10724,List the served region of the organisations of Trade association. ?,born ,member,http://dbpedia.org/ontology/honours,1,2,2,0,0,0,0,,,0,0
10725,List down the commanders of Battle of Fort stephenson ?,battle,,http://dbpedia.org/ontology/battle,1,1,1,1,0,0,1,,1,0,1
10726,List the books whose authors are in Alcal de Henares. ?,studying,,http://dbpedia.org/ontology/university,1,1,1,0,0,0,,,,0,0
10727,Is Guatemala a unitary state ?,start ,,http://dbpedia.org/ontology/sourceMountain,1,1,1,0,0,0,,0,1,0,0
10728,what are some journals of academic Philosophy ?,operating system,written,"http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/programmingLanguage",2,1.5,1.5,0.5,0,0,0,0.5,,0,1
10729,Did taylor swift do the theme song of The Farmer Wants a Wife ?,draft team,tenat,http://dbpedia.org/ontology/draftTeam,1,3,3,1,0,0,0,,,0,0
10730,What currencies have been prevalent in the country whose national anthem is La Marseillaise ?,academic advisor,,http://dbpedia.org/ontology/academicAdvisor,1,2,2,1,0,0,0,,,1,1
10731,Where is Vietnam Airlines located ?,battle,awards received,"http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/award",2,1.5,1.5,0.5,0,0,0.5,,,0,1
10732,How many sitcoms are there whose theme music is composed by a New Yorker ?,led,,http://dbpedia.org/ontology/leaderName,1,1,1,0,0,0,0,0,0,0,0
10733,Where is the origin of Filbert's Old Time Root Beer ?,owner,developer,"http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/developer",2,1,1,1,0,0,1,0.5,0.5,0,1
10735,Name the musical band of Written in the Stars ?,manufacturer,,http://dbpedia.org/ontology/manufacturer,1,1,1,1,0,0,,1,,0,0
10736,Count the affiliations of International Union of Anarchists ?,born in,painters,http://dbpedia.org/ontology/creator,1,3,3,0,0,0,,0,0,0,0
10737,On which subjects does the author of the novel Thud! delve ?,position,former team,"http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/formerTeam",2,1.5,1.5,1,0,0,0,0,0,0,0
10738,Is Lancy a city close to Geneva ?,once played,,http://dbpedia.org/ontology/formerTeam,1,2,2,0,0,0,,0,,0,0
10739,Who is the american football player whose highschool is Ringgold High School (Pennsylvania) ?,built,@@@,"http://dbpedia.org/ontology/product,http://dbpedia.org/ontology/product",2,0.5,1,0,0.5,0,,0,,0,0
10740,Give me some organizations working for Environmentalism ?,license provider,game platform,"http://dbpedia.org/ontology/license,http://dbpedia.org/ontology/computingPlatform",2,2,2,0,0,0,0.5,,0.5,0,1
10742,Is Wahoo! the previous work of Honeybuns ?,government type,party,http://dbpedia.org/ontology/governmentType,1,3,3,1,0,0,1,1,1,0,1
10743,List the awards given to the race horses bred by Willis Sharpe Kilmer. ?,speak,currencies,"http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/currency",2,1,1,0,0,0,,0,,0,0
10744,"The players born in Bellaire, Ohio have played for which team ?",division,region,"http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/region",2,1,1,1,0,0,0,,,0,0
10746,What games can be played in schools founded by Fr. Orlando ?,associated,employed,"http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/occupation",2,1,1,0,0,0,,0,0,0,0
10747,Is Frontaccounting licensed under GNU license ?,originate,,http://dbpedia.org/ontology/sourceMountain,1,1,1,0,0,0,1,,,0,0
10748,Which things have been made by artists who died in Midhurst ?,currency,,http://dbpedia.org/ontology/currency,1,1,1,1,0,0,1,0,1,0,1
10750,What is the citizenship of the Sarah Kazemy and land of the Cervelle de canut ?,ingredient,nation,http://dbpedia.org/ontology/ingredient,1,2,2,1,0,0,,,,0,1
10753,Name some dishes made with flowering plants. ?,anchored,,http://dbpedia.org/ontology/presenter,1,1,1,0,0,0,,0,,0,0
10754,How many other home stadium are there of the soccer club whose home stadium is Luzhniki Stadium ?,group,,http://dbpedia.org/ontology/musicalArtist,1,1,1,0,0,0,,,,0,0
10755,Where is the  assembly of Caterpillar 797 ?,region,region,"http://dbpedia.org/ontology/region,http://dbpedia.org/ontology/region",2,1,1,1,0,0,0,1,,0,1
10756,List everything governed by the Democratic Party of US ?,religion,@@@,http://dbpedia.org/ontology/religion,1,1,2,1,1,0,,0,0,0,0
10757,What are some software which are written in languages that are run on Unix like OS ?,employed by,alma mater,http://dbpedia.org/ontology/almaMater,1,4,4,1,0,0,,0,,0,1
10758,Where did some of the matches take place where Columbus Crew SC played ?,made with ,belonging to,"http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/ingredient",2,2,2,0,0,0,0,0,0,0,0
10760,How many shows belong to the networks one of whose sister station is BBC News ?,closest,500000,"http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/ontology/nearestCity",2,1,1,0,0,1,0,,,0,1
10761,List the agencies located someplace lead by Alex Chalk. ?,assembly of,state,"http://dbpedia.org/ontology/isPartOf,http://dbpedia.org/ontology/country",2,1.5,1.5,0,0,0,0,0,0,0,0
10762,Through which cities do the rivers starting at the Montauk State Park flow ?,leaders,@@@,"http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/leader",2,0.5,1,0,0.5,0,1,,,0,1
10763,People from how many political parties exist in Maharashtra ?,distributed by,,http://dbpedia.org/ontology/distributor,1,2,2,0,0,0,1,1,1,1,0
10764,Whose opponents are Ike Clanton and Billy Clanton ?,opponent,opponent,"http://dbpedia.org/ontology/opponent,http://dbpedia.org/ontology/opponent",2,1,1,1,0,0,0,,,0,1
10765,Who are the people whose alumna is a part of the National Collegiate Athletic Association ?,hub airport,operated by,"http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/hubAirport",2,2,2,0.5,0,0,0.5,0,0.5,0,1
10766,To which religion does the commander of South Thailand insurgency belong ?,money,product,"http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/product",2,1,1,0.5,0,0,0,,,0,1
10767,Give me a count of everything owned by the network whose sister name is The CW ?,college,,http://dbpedia.org/ontology/college,1,1,1,1,0,0,,,,0,0
10768,Which famous writer was married to Jill Krementz and had a son named Edith Vonnegut ?,star,,http://dbpedia.org/ontology/starring,1,1,1,0,0,0,,,,0,1
10769,Which are the races in which Martin Molony participated ?,wrote,,http://dbpedia.org/ontology/author,1,1,1,0,0,0,0,,0,0,1
10770,Was Yabanc Damat first aired in UAE ?,@@@,artistis,"http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/associatedMusicalArtist",2,0.5,1,0,0.5,0,,,,0,0
10771,Name some basketball players who  have played for chicago bulls ?,places,won,"http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/residence",2,1,1,0,0,0,0.5,,,0,0
10774,What is the field of the Jon Speelman and occupation of the Karen Grigorian ?,works,record lebels,"http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/recordLabel",2,1.5,1.5,0,0,0,0,0,0,0,0
10775,List the maintainers of Pandaruan Bridge ?,leader,,http://dbpedia.org/ontology/leaderName,1,1,1,0,0,0,,,,0,0
10776,Who were the producers of the tenderfoot ?,music,music composer,"http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/musicComposer",2,1.5,1.5,0.5,0,0,,0,,0,0
10777,Is coffee a main ingredient of Hopje ?,nearest,nearest,"http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/ontology/nearestCity",2,1,1,0,0,0,0,1,0,0,0
10778,How many sitcoms were produced by the company whose predecessor was the Desilu Productions ?,owned,@@@,"http://dbpedia.org/ontology/network,http://dbpedia.org/ontology/network",2,0.5,1,0,0.5,0,,,,0,0
10779,Which engine's successor's predecessor is BMW M10 ?,related ,relative,"http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/relation",2,1,1,0,0,0,0,0,,0,1
10781,Which person's successor is Samsu-iluna ?,command structure,,http://dbpedia.org/ontology/commandStructure,1,2,2,1,0,0,0,0,0,0,1
10782,Under which president did the predecessor of Simon Ferro work ?,education,university,"http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/university",2,1,1,0.5,0,0,0,,,0,0
10783,In which municipalities does the NYC housing authority own buildings ?,built,,http://dbpedia.org/ontology/manufacturer,1,1,1,0,0,0,0,0,0,0,0
10784,Was andy worhol the director of the san diego surf ?,county,,http://dbpedia.org/ontology/county,1,1,1,1,0,0,,,,0,1
10785,Count the number of places where alumini of Edinburgh university have died ?,pole driver,first driver,"http://dbpedia.org/ontology/poleDriver,http://dbpedia.org/ontology/firstDriver",2,2,2,1,0,0,,,,0,1
10786,Is Cologny a neighbouring city of Geneva ?,produced,,http://dbpedia.org/ontology/product,1,1,1,0,0,0,0,1,0,0,0
10788,Does the Sicklefin lemon shark belong in the animal kingdom ?,family,authority,"http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/binomialAuthority",2,1,1,0.5,0,0,0,0,0,0,1
10789,What is the local authority of Liverpool Institute High School for Boys ?,in,fields,http://dbpedia.org/ontology/country,1,2,2,0,0,0,0,0,0,0,0
10790,Give me the places where people who worked in Church of England died in ?,region served,region served,"http://dbpedia.org/ontology/regionServed,http://dbpedia.org/ontology/regionServed",2,2,2,1,0,0,0,,,1,1
10791,What famous musicians play the remo ?,pime minister,500000,"http://dbpedia.org/ontology/primeMinister,http://dbpedia.org/ontology/primeMinister",2,1.5,1.5,0,0,1,1,0,0,0,0
10792,What belongs to the families of Buccinidae and Buccinoidea ?,alma mater,,http://dbpedia.org/ontology/almaMater,1,2,2,1,0,0,1,,1,0,1
10793,List down all notable works of Neil Cross ?,originate,,http://dbpedia.org/ontology/stateOfOrigin,1,1,1,0,0,0,,,,0,0
10794,What is the largest city of the country which have an assembly of Plymouth Savoy ?,seat,leader,"http://dbpedia.org/ontology/headquarter,http://dbpedia.org/ontology/leader",2,1,1,0.5,0,0,0.5,0,0.5,1,0
10796,Does nintendo have a division called Nintendo Entertainment Planning & Development ?,located in,,http://dbpedia.org/ontology/locationCity,1,2,2,0,0,0,1,0,1,0,0
10797,How many pole drivers have been there in grand prixes where first driver was Damon Hill ?,based,subsidiary,"http://dbpedia.org/ontology/locationCity,http://dbpedia.org/ontology/subsidiary",2,1,1,0.5,0,0,0,,,0,0
10798,Was the Model K designed by Herny Ford ?,debut team,club manager,"http://dbpedia.org/ontology/debutTeam,http://dbpedia.org/ontology/manager",2,2,2,0.5,0,0,0.5,,,0,1
10799,Is Queen Latifah the narrator of Arctic Tale ?,founded,,http://dbpedia.org/ontology/foundationPlace,1,1,1,0,0,0,0,0,0,0,0
10800,How many companies were founded in Dallas ?,binomial authority,binomial authority,"http://dbpedia.org/ontology/binomialAuthority,http://dbpedia.org/ontology/binomialAuthority",2,2,2,1,0,0,0,,0,0,1
10801,What are the mammals whose phylum is Chordate ?,state,,http://dbpedia.org/ontology/state,1,1,1,1,0,0,1,,,0,0
10802,Which state's largest city is Omaha ?,resting place,,http://dbpedia.org/ontology/restingPlace,1,2,2,1,0,0,0,0,0,0,1
10803,Who all have been judges on CTV Network's shows ?,places,located in,http://dbpedia.org/ontology/locationCity,1,3,3,0,0,0,,,,0,0
10804,"Which rivers end in Old Saybrook, Connecticut ?",partner,,http://dbpedia.org/ontology/partner,1,1,1,1,0,0,0,,,0,1
10805,How many artists' works are in Muse d'Orsay ?,district,,http://dbpedia.org/ontology/district,1,1,1,1,0,0,,1,,0,1
10807,In how many different places does Canal and River Trust own its assets ?,worked in,religions,"http://dbpedia.org/ontology/militaryBranch,http://dbpedia.org/ontology/religion",2,1.5,1.5,0,0,0,0.5,0,0.5,0,0
10808,which planet was discovered by Urbain Le Verrier ?,died in,political party,"http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/party",2,2,2,0,0,0,0,,,0,1
10809,Who are some authoritative persons on the matter of Megabalanus concinnus ?,kind,designed,"http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/type",2,1,1,0,0,0,0,0,,0,0
10811,Who is the father of Barbara Ann Crancer ?,played for,,http://dbpedia.org/ontology/team,1,2,2,0,0,0,1,,,0,0
10812,What are some given names for males ?,service,,http://dbpedia.org/ontology/service,1,1,1,1,0,0,,,,0,1
10815,Name the parent company of Ford Falcon Cobra ?,parent organisation,channel,"http://dbpedia.org/ontology/parentOrganisation,http://dbpedia.org/ontology/channel",2,1.5,1.5,1,0,0,0,,,0,1
10816,"Where is the radio broadcasted in, whose sister station is CKFM-FM ?",associated,,http://dbpedia.org/ontology/associatedBand,1,1,1,0,0,0,1,0,1,0,1
10817,Does A foreign policy of freedom belong to the genre Politics ?,flow into,@@@,"http://dbpedia.org/ontology/riverMouth,http://dbpedia.org/ontology/riverMouth",2,1,1.5,0,0.5,0,,,,0,0
10818,Chestnut colored horses have won which races ?,president,,http://dbpedia.org/ontology/president,1,1,1,1,0,0,,,,0,1
10820,For which common president did Jim Sasser and Mike McCurry work ?,former team,former team,"http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam",2,2,2,1,0,0,,,,0,0
10822,Jerry Bock's musicals has been adapted from how many things ?,College,,http://dbpedia.org/ontology/college,1,1,1,1,0,0,,0,,0,0
10823,Who are the spouse of the parents of Kimberly Stewart ?,musical instrument,,http://dbpedia.org/ontology/instrument,1,2,2,0,0,0,,,,0,1
10825,Count the number of fileds of the scientist whose one of the interest is Chinese poetry ?,ethnicity,state of origin,"http://dbpedia.org/ontology/ethnicity,http://dbpedia.org/ontology/stateOfOrigin",2,2,2,1,0,0,0.5,,,0,1
10826,Who is the governor of Carl McCall ?,come to,destination,http://dbpedia.org/ontology/targetAirport,1,3,3,0,0,0,0,,,0,0
10827,"What borders the valley which falls under Lake County, Oregon ?",dies,,http://dbpedia.org/ontology/deathPlace,1,1,1,0,0,0,1,,,0,0
10828,Name the television show created by CE Webber and also has actor named Companion ?,played ,@@@,"http://dbpedia.org/ontology/field,http://dbpedia.org/ontology/sport",2,0.5,1,0,0.5,0,,0,0,0,0
10829,What sports are played at universities affiliated by States Colleges and Universities athletic association ?,government type,,http://dbpedia.org/ontology/governmentType,1,2,2,1,0,0,1,1,1,0,1
10830,Which team has had both Martin prochzka and garry unger as its players ?,animator,,http://dbpedia.org/ontology/animator,1,1,1,1,0,0,1,1,1,0,1
10831,What is the official residence of Fergus McMaster ?,canonized by,birth location,http://dbpedia.org/ontology/canonizedBy,1,4,4,1,0,0,1,0,1,0,1
10832,What is the total number of  builder of the military structures whose builder is also United States ?,country ,500000,"http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/location",2,1,1,0,0,1,0,0,0,0,0
10833,From what countries have people participated in the Excelsior Stakes ?,parent ,,http://dbpedia.org/ontology/parentOrganisation,1,1,1,0,0,0,1,0,0,0,1
10834,What is the total number of guests on the show whose theme music is Let me be your star ?,os,,http://dbpedia.org/ontology/operatingSystem,1,1,1,0,0,0,0,,0,0,0
10835,Was Noko a band member of Luxuria ?,destination,predecessor,"http://dbpedia.org/ontology/destination,http://dbpedia.org/ontology/predecessor",2,1,1,1,0,0,1,,,0,1
10836,Name some basketball players whose team is coached by Fred Hoiberg ?,citizenship,,http://dbpedia.org/ontology/citizenship,1,1,1,1,0,0,0,,,0,1
10837,Who all have developed softwares for Unix Like OSes ?,fought,awards,"http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/award",2,1,1,0,0,0,1,0,0.5,0,1
10839,What are the movies whose music is composed by Vangelis ?,subsiquent work,composed,"http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/subsequentWork",2,1.5,1.5,0,0,0,,0,,0,0
10841,Was Walt Disney the cinematographer of Mickey's Mellerdrammer ?,citizenship,,http://dbpedia.org/ontology/citizenship,1,1,1,1,0,0,0,0,0,0,1
10843,Who is the operator of Rainbow Warrior (1955) ?,nearest city,,http://dbpedia.org/ontology/nearestCity,1,2,2,1,0,0,0,1,,0,1
10844,Which series are Lennier and Londo Mollari both from ?,music,distributed by,"http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/distributor",2,1.5,1.5,0,0,0,0,,0,0,0
10845,Graduates of Somerville College have been in how many political parties ?,proprietor,,http://dbpedia.org/ontology/owner,1,1,1,0,0,0,,,,0,0
10846,What are some primates ?,in,cities,http://dbpedia.org/ontology/inflow,1,2,2,0,0,0,,0,,0,0
10847,Count the number of battles fought by the military person involved in Morocco ?,writer,won,"http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/award",2,1,1,0.5,0,0,0.5,,,0,0
10848,"How many companies were founded in Denton, texas ?",kingdom,families,"http://dbpedia.org/ontology/kingdom,http://dbpedia.org/ontology/family",2,1,1,0.5,0,0,0.5,0,0,0,0
10849,Count the different causes of death of Christians. ?,publisher,,http://dbpedia.org/ontology/publisher,1,1,1,1,0,0,,1,1,0,1
10850,Name the TV show whose cast member is Companion (Doctor Who) and is related to The Sarah Jane Adventures ?,team,ground,"http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/ground",2,1,1,1,0,0,0,0.5,,0,0
10851,List all the collaborators of the artist which has collaborated with sanremo Music Festival ?,source place,mouth place,"http://dbpedia.org/ontology/sourcePlace,http://dbpedia.org/ontology/mouthPlace",2,2,2,1,0,0,0,0,0,0,0
10853,"Name the  people whose residence is Beverly Hills, California ?",writer,writer,"http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/writer",2,1,1,1,0,0,1,0,1,0,1
10855,Was Marie Curie a doctoral student of Henri Becquerel ?,cover artist,,http://dbpedia.org/ontology/coverArtist,1,2,2,1,0,0,1,1,1,0,1
10856,"Where does the railway tracks start, which ends in Kazan ?",flows,500000,"http://dbpedia.org/ontology/river,http://dbpedia.org/ontology/river",2,1,1,0,0,1,0,0,0,0,0
10857,Give me a count of all ice hockey players whose teams are headcoached by John Tortorella ?,Champion,nationality,"http://dbpedia.org/ontology/champion,http://dbpedia.org/ontology/nationality",2,1,1,1,0,0,0,0,0.5,0,0
10858,Name all the venues of the convention which has also been hosted in San Diego Convention ?,part,founded,"http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/foundationPlace",2,1,1,0.5,0,0,0.5,0,0,0,0
10859,"Where is the county seat of King County, Washington ?",home stadium,location of birht,"http://dbpedia.org/ontology/homeStadium,http://dbpedia.org/ontology/birthPlace",2,2.5,2.5,0.5,0,0,1,,,0,1
10860,How many relatives are there of the people who died in Germany ?,former partner,,http://dbpedia.org/ontology/formerPartner,1,2,2,1,0,0,0,0,0,0,1
10861,Was Lucrezia Tornabuoni the mother of Lorenzo de' Medici ?,pole driver,first team,http://dbpedia.org/ontology/poleDriver,1,4,4,1,0,0,,,,0,0
10862,List of people who were the first one to ascend a mountain in the Cathedral range ?,produced,related,"http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/related",2,1,1,0.5,0,0,0,0,0,0,0
10863,How many movies did Stanley Kubrick direct ?,parent company,,http://dbpedia.org/ontology/parentCompany,1,2,2,1,0,0,0,0,0,0,1
10864,In how many different places can I fnd Modern Architectural buildings ?,worked ,current member,http://dbpedia.org/ontology/bandMember,1,3,3,0,0,0,0,0,,0,0
10866,Who has had been the tenant of the stadium built by PCL construction firm ?,recorded ,,"http://dbpedia.org/ontology/artist,http://dbpedia.org/ontology/recordedIn",2,0.5,0.5,0,0,0,0.5,0,0.5,0,0
10871,What is the type of Vesak ?,own,,http://dbpedia.org/ontology/owningOrganisation,1,1,1,0,0,0,0,,0,0,0
10872,Which military personnel belong to the branch of Continental Army ?,member former,,http://dbpedia.org/ontology/formerBandMember,1,2,2,0,0,0,0,,,0,1
10873,"Where did the president study, whose VP was Emilio Nez ?",owner,party,"http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/party",2,1,1,1,0,0,0.5,,,0,1
10875,In how many different places were the people born who are members of National Museum of Racing and Hall of Fame ?,citizens,awards,"http://dbpedia.org/ontology/citizenship,http://dbpedia.org/ontology/award",2,1,1,0,0,0,0.5,,0.5,0,0
