QuestionID,Question,Query,TripleSize,RelationTotal,BooleanAns,NumberAnswer,ListAnswer,ResourceTotal,ClassTotal,QuestionLength,Dharmen,SINA
10727,Which rivers start at the Brower's Spring ?, SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/sourceMountain> <http://dbpedia.org/resource/Brower's_Spring> } ,2,1,0,0,1,1,0,7,0,1
10728,Which software uses windows as it's operating system and is written in C++ ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/operatingSystem> <http://dbpedia.org/resource/Microsoft_Windows> . ?uri <http://dbpedia.org/ontology/programmingLanguage> <http://dbpedia.org/resource/C++>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>},5,2,0,0,1,2,1,13,1,0
10729,Which draft team od Dale Mitchell is also the tenant of Master Card center / ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Dale_Mitchell_(ice_hockey)> <http://dbpedia.org/ontology/draftTeam> ?uri. <http://dbpedia.org/resource/MasterCard_Centre> <http://dbpedia.org/property/tenants> ?uri} ,4,1,0,0,1,2,0,15,0,0
10730,Who is the scientist whose academic advisor was Karl Ewald Hasse ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/academicAdvisor> <http://dbpedia.org/resource/Karl_Ewald_Hasse>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>},3,1,0,0,1,1,1,11,1,1
10731,Count the awards received by the ones who fought the battle of france ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/battle> <http://dbpedia.org/resource/Battle_of_France> . ?x <http://dbpedia.org/ontology/award> ?uri  . },3,2,0,1,0,1,0,13,0,0
10732,By what person of which political party is Balangir district led ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Balangir_district> <http://dbpedia.org/ontology/leaderName> ?uri } ,2,1,0,0,1,1,0,11,1,1
10733,What is the owner of Ivanpah Solar Power Facility and the original developer of Dart ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ivanpah_Solar_Power_Facility> <http://dbpedia.org/ontology/owner> ?uri. <http://dbpedia.org/resource/Dart_(programming_language)> <http://dbpedia.org/ontology/developer> ?uri} ,4,2,0,0,1,2,0,15,0,0
10734,Who all are buried in Arlington national cementary ?, SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/placeofburial> <http://dbpedia.org/resource/Arlington_National_Cemetery> } ,2,0,0,0,1,1,0,8,0,1
10735,who manufactures the SHO V8 ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ford_SHO_V8_engine> <http://dbpedia.org/ontology/manufacturer> ?uri } ,2,1,0,0,1,1,0,5,1,1
10736,Which shows had their painters born in England ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/birthPlace> <http://dbpedia.org/resource/England> . ?uri <http://dbpedia.org/ontology/creator> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4,1,0,0,1,1,1,8,0,0
10737,What is the former team of the american football players whose position is Running back ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/position> <http://dbpedia.org/resource/Running_back> . ?x <http://dbpedia.org/ontology/formerTeam> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballPlayer>},4,2,0,0,1,1,1,15,1,0
10738,Which current players once played for Toronto argonauts ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/formerTeam> <http://dbpedia.org/resource/Toronto_Argonauts>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballPlayer>},3,1,0,0,1,1,1,8,1,0
10739,Which company builds Microsoft Azure and Microsoft Surface ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Microsoft_Azure> . ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Microsoft_Surface> . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},5,2,0,0,1,2,1,8,1,0
10740,Which contnet license provider of Microsoft Office Picture Manager is also the game platform of Google Clud Connect ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Microsoft_Office_Picture_Manager> <http://dbpedia.org/ontology/license> ?uri. <http://dbpedia.org/resource/Google_Cloud_Connect> <http://dbpedia.org/ontology/computingPlatform> ?uri} ,4,2,0,0,1,2,0,18,0,0
10741,Did Stan Lee create the Iceman comics ?,ASK WHERE { <http://dbpedia.org/resource/Iceman_(comics)> <http://dbpedia.org/property/creators> <http://dbpedia.org/resource/Stan_Lee> },3,0,1,0,0,2,0,7,0,0
10742,Whihc party of the Mizoram Legislative Assembly is the government type of kumta ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kumta> <http://dbpedia.org/ontology/governmentType> ?uri. <http://dbpedia.org/resource/Mizoram_Legislative_Assembly> <http://dbpedia.org/property/party> ?uri} ,4,1,0,0,1,2,0,13,0,0
10743,What currencies are circulated in the countries where people speak French ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/officialLanguage> <http://dbpedia.org/resource/French_language> . ?x <http://dbpedia.org/ontology/currency> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Location>},4,2,0,0,1,1,1,11,1,0
10744,Which division of Serbia national team is also the region of Dobinsk Ice Cave ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Serbia_national_American_football_team> <http://dbpedia.org/ontology/division> ?uri. <http://dbpedia.org/resource/Dobšinská_Ice_Cave> <http://dbpedia.org/ontology/region> ?uri} ,4,2,0,0,1,2,0,14,0,0
10745,Ernest Rutherford was the advisor of how many people ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/doctoralAdvisor> <http://dbpedia.org/resource/Ernest_Rutherford>  . },2,0,0,0,1,1,0,9,0,0
10746,Where were some people associated with Steve Winwood employed at ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/associatedMusicalArtist> <http://dbpedia.org/resource/Steve_Winwood> . ?x <http://dbpedia.org/ontology/occupation> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4,2,0,0,1,1,1,10,1,0
10747,Does the river shannon originate from Dowra ?,ASK WHERE { <http://dbpedia.org/resource/River_Shannon> <http://dbpedia.org/ontology/sourceMountain> <http://dbpedia.org/resource/Dowra> },3,1,1,0,0,2,0,7,1,0
10748,What is the currency of Kerguelen Islands ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kerguelen_Islands> <http://dbpedia.org/ontology/currency> ?uri } ,2,1,0,0,1,1,0,7,0,1
10749,Does Jevan Snead play as Quarterback ?,ASK WHERE { <http://dbpedia.org/resource/Jevan_Snead> <http://dbpedia.org/property/position> <http://dbpedia.org/resource/Quarterback> },3,0,1,0,0,2,0,6,0,0
10750,In how many nations is Coconut a common food ingredient ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/ingredient> <http://dbpedia.org/resource/Coconut> . ?x <http://dbpedia.org/property/country> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>},4,1,0,0,1,1,1,10,0,0
10751,Is tahiti in the Society Islands achipelago ?,ASK WHERE { <http://dbpedia.org/resource/Tahiti> <http://dbpedia.org/property/archipelago> <http://dbpedia.org/resource/Society_Islands> },3,0,1,0,0,2,0,7,0,0
10752,How many games have been composed by Hirokazu Tanaka ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/composer> <http://dbpedia.org/resource/Hirokazu_Tanaka>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/VideoGame>},3,0,0,1,0,1,1,9,0,0
10753,Name few television shows's anchored by Ryan Seacrest ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/presenter> <http://dbpedia.org/resource/Ryan_Seacrest>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},3,1,0,0,1,1,1,8,1,1
10754,Was Queen Latifah in the U.N.I.T.Y. group ?,ASK WHERE { <http://dbpedia.org/resource/U.N.I.T.Y.> <http://dbpedia.org/ontology/musicalArtist> <http://dbpedia.org/resource/Queen_Latifah> },3,1,1,0,0,2,0,7,1,0
10755,List the total number of regions of the building whose are located in\Grand Forks Air Force Base ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/region> <http://dbpedia.org/resource/Grand_Forks_Air_Force_Base> . ?x <http://dbpedia.org/ontology/region> ?uri },3,2,0,0,1,1,0,17,0,0
10756,Which religion's people are member of BJP ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/party> <http://dbpedia.org/resource/Bharatiya_Janata_Party> . ?x <http://dbpedia.org/ontology/religion> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4,1,0,0,1,1,1,7,0,0
10757,Count the different alma maters of people employed by the CNN ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/employer> <http://dbpedia.org/resource/CNN> . ?x <http://dbpedia.org/ontology/almaMater> ?uri  . },3,1,0,1,0,1,0,11,1,0
10758,How many dishes are made with an ingredient belonging to the flowering plant species ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/division> <http://dbpedia.org/resource/Flowering_plant> . ?uri <http://dbpedia.org/ontology/ingredient> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Food>},4,2,0,1,0,1,1,14,0,0
10759,Was the Funky Lab Rat released in North America ?,ASK WHERE { <http://dbpedia.org/resource/Funky_Lab_Rat> <http://dbpedia.org/property/released> <http://dbpedia.org/resource/North_America> },3,0,1,0,0,2,0,9,0,0
10760,Which is the city closest to both the Lodaiska site and the home of David w brown ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/LoDaisKa_Site> <http://dbpedia.org/ontology/nearestCity> ?uri. <http://dbpedia.org/resource/David_W._Brown_House> <http://dbpedia.org/ontology/nearestCity> ?uri . },4,2,0,0,1,2,0,17,0,0
10761,"What is the state of the settlement, which is the sub assembly of Mohamedia, Tunisia ?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mohamedia,_Tunisia> <http://dbpedia.org/ontology/isPartOf> ?x . ?x <http://dbpedia.org/ontology/country> ?uri  . }",3,2,0,0,1,1,0,15,0,0
10762,Whose leaders are Willem-Alexander and Fredis Refunjol ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/leader> <http://dbpedia.org/resource/Willem-Alexander_of_the_Netherlands> . ?uri <http://dbpedia.org/ontology/leader> <http://dbpedia.org/resource/Fredis_Refunjol> . },4,2,0,0,1,2,0,7,1,0
10763,What television show are distributed by Broadcast syndication ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/Broadcast_syndication>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},3,1,0,0,1,1,1,8,1,0
10764,Name the person with opponents Ike Clanton and Tom McLaury ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/opponent> <http://dbpedia.org/resource/Ike_Clanton> . ?uri <http://dbpedia.org/ontology/opponent> <http://dbpedia.org/resource/Tom_McLaury> . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},5,2,0,0,1,2,1,10,1,0
10765,What are the airlines whose hub airport is operated by the Los Angeles World Airports ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/operator> <http://dbpedia.org/resource/Los_Angeles_World_Airports> . ?uri <http://dbpedia.org/ontology/hubAirport> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Airline>},4,2,0,0,1,1,1,15,0,0
10766,What is used as money for French Southern and Antarctic Lands is also the  product of the Karafarin Bank ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/French_Southern_and_Antarctic_Lands> <http://dbpedia.org/ontology/currency> ?uri. <http://dbpedia.org/resource/Karafarin_Bank> <http://dbpedia.org/ontology/product> ?uri} ,4,2,0,0,1,2,0,19,0,0
10767,Who are the golf players whose college is Arizona State Sun Devils ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/college> <http://dbpedia.org/resource/Arizona_State_Sun_Devils>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/GolfPlayer>},3,1,0,0,1,1,1,12,1,0
10768,Who is the film star of On Air with Ryan Seacrest ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/On_Air_with_Ryan_Seacrest> <http://dbpedia.org/ontology/starring> ?uri } ,2,1,0,0,1,1,0,11,1,1
10769,Who wrote Catch My soul ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Catch_My_Soul_(UK_stage_version)> <http://dbpedia.org/ontology/author> ?uri } ,2,1,0,0,1,1,0,5,1,1
10770,How many bands collaborated with artists who signed up with EMI ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/recordLabel> <http://dbpedia.org/resource/EMI> . ?x <http://dbpedia.org/ontology/associatedMusicalArtist> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Band>},4,2,0,1,0,1,1,11,0,0
10771,In which places can we find the people won the Project Runaway Canada ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Project_Runway_Canada> . ?x <http://dbpedia.org/ontology/residence> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4,2,0,0,1,1,1,13,1,0
10772,How many factions were fighting in the wars where Blue Jacket was a commander ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/commander> <http://dbpedia.org/resource/Blue_Jacket> . ?x <http://dbpedia.org/property/combatant> ?uri  . },3,0,0,1,0,1,0,14,0,0
10773,Did Stan Lee write the Daredevils ?,ASK WHERE { <http://dbpedia.org/resource/The_Daredevils> <http://dbpedia.org/property/writers> <http://dbpedia.org/resource/Stan_Lee> },3,0,1,0,0,2,0,6,0,0
10774,How many record labels publish works of Jazz fusion ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Jazz_fusion> . ?x <http://dbpedia.org/ontology/recordLabel> ?uri  . },3,2,0,1,0,1,0,9,0,0
10775,"To what region is Sukhumbhand Paribatra, a leader ?",SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/leaderName> <http://dbpedia.org/resource/Sukhumbhand_Paribatra>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>},3,1,0,0,1,1,1,8,1,1
10776,"For how many movies have the music composer composed music, who have collaborated with Yes ?",SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/associatedMusicalArtist> <http://dbpedia.org/resource/Yes_(band)> . ?uri <http://dbpedia.org/ontology/musicComposer> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},4,2,0,0,1,1,1,15,0,0
10777,What is the total number of other nearest countries to the lakes whose nearest countries is Uganda ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/nearestCity> <http://dbpedia.org/resource/Uganda> . ?x <http://dbpedia.org/ontology/nearestCity> ?uri },3,2,0,0,1,1,0,17,0,0
10778,Give me some shows owned by BBC one and BBC hd ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/network> <http://dbpedia.org/resource/BBC_One> . ?uri <http://dbpedia.org/ontology/network> <http://dbpedia.org/resource/BBC_HD> . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},5,2,0,0,1,2,1,11,1,0
10779,List out the people who are related to the relatives of Jared Kushner ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jared_Kushner> <http://dbpedia.org/ontology/relation> ?x . ?x <http://dbpedia.org/ontology/relation> ?uri  . },3,2,0,0,1,1,0,13,1,0
10780,Was Buzz Williams the headcoach of the Marquette Golden Eagles mens team ?,ASK WHERE { <http://dbpedia.org/resource/2013–14_Marquette_Golden_Eagles_men's_basketball_team> <http://dbpedia.org/property/headcoach> <http://dbpedia.org/resource/Buzz_Williams> },3,0,1,0,0,2,0,12,0,0
10781,How many units follow the US Navy Department's command structure ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/commandStructure> <http://dbpedia.org/resource/United_States_Department_of_the_Navy>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryUnit>},3,1,0,1,0,1,1,10,0,0
10782,Which education institute of Duncan U. Fletcher is also the university of Vanderbilt Commodores ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Duncan_U._Fletcher> <http://dbpedia.org/ontology/almaMater> ?uri. <http://dbpedia.org/resource/Vanderbilt_Commodores> <http://dbpedia.org/ontology/university> ?uri} ,4,2,0,0,1,2,0,14,0,0
10783,Who built the Ford Y-block engine ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ford_Y-block_engine> <http://dbpedia.org/ontology/manufacturer> ?uri } ,2,1,0,0,1,1,0,6,1,1
10784,Is Plymouth High School for Girls in Devon county ?,ASK WHERE { <http://dbpedia.org/resource/Plymouth_High_School_for_Girls> <http://dbpedia.org/ontology/county> <http://dbpedia.org/resource/Devon> },3,1,1,0,0,2,0,9,1,0
10785,List the first drivers of Grand Prixes where Mika Hakkinen was a pole driver. ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/poleDriver> <http://dbpedia.org/resource/Mika_Häkkinen> . ?x <http://dbpedia.org/ontology/firstDriver> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/GrandPrix>},4,2,0,0,1,1,1,14,1,0
10786,Who produced the Pixar Image Computer ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Pixar_Image_Computer>  . },2,1,0,0,1,1,0,6,0,1
10787,Was mother teresa beatified by John Paul the second ?,ASK WHERE { <http://dbpedia.org/resource/Mother_Teresa> <http://dbpedia.org/property/beatifiedBy> <http://dbpedia.org/resource/Pope_John_Paul_II> },3,0,1,0,0,2,0,9,0,0
10788,How many different people hold authority over the members of Balanidae family ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/family> <http://dbpedia.org/resource/Balanidae> . ?x <http://dbpedia.org/ontology/binomialAuthority> ?uri  . },3,2,0,1,0,1,0,12,0,0
10789,Which fields' academic journals are found in the US ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/United_States> . ?x <http://dbpedia.org/property/discipline> ?uri  . },3,1,0,0,1,1,0,9,0,0.9523809524
10790,How many other region served are there of the companies which serves  Pacific Ocean ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/regionServed> <http://dbpedia.org/resource/Pacific_Ocean> . ?x <http://dbpedia.org/ontology/regionServed> ?uri },3,2,0,1,0,1,0,14,1,0
10791,Which common prime minister did Graham Richardson and Bon McMullan serve ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Graham_Richardson> <http://dbpedia.org/ontology/primeMinister> ?uri. <http://dbpedia.org/resource/Bob_McMullan> <http://dbpedia.org/ontology/primeMinister> ?uri . },4,2,0,0,1,2,0,11,0,0
10792,Name the alma mater of Ernest de Saisset ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ernest_de_Saisset> <http://dbpedia.org/ontology/almaMater> ?uri } ,2,1,0,0,1,1,0,8,1,1
10793,Where does the Giannis Alafouzos originate ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Giannis_Alafouzos> <http://dbpedia.org/ontology/stateOfOrigin> ?uri } ,2,1,0,0,1,1,0,6,1,1
10794,What are some party leaders of the parties which have had a seat in Berlin ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/headquarter> <http://dbpedia.org/resource/Berlin> . ?x <http://dbpedia.org/ontology/leader> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PoliticalParty>},4,2,0,0,1,1,1,15,1,0
10795,What awards have been given to Screenwriters ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/occupation> <http://dbpedia.org/resource/Screenwriter> . ?x <http://dbpedia.org/property/awards> ?uri  . },3,0,0,0,1,1,0,7,0,0
10796,What companies are located in toronto ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/Toronto>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},3,1,0,0,1,1,1,6,1,1
10797,Which Harris County based company is a subsidiary of Tandem Computers ?,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/Harris_County,_Texas> . ?uri <http://dbpedia.org/ontology/subsidiary> <http://dbpedia.org/resource/Tandem_Computers>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>}",5,2,0,0,1,2,1,11,0,0
10798,What is the baseball team whose club manager's debut team is Houston Astros ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/debutTeam> <http://dbpedia.org/resource/Houston_Astros> . ?uri <http://dbpedia.org/ontology/manager> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BaseballTeam>},4,2,0,0,1,1,1,13,0,0
10799,How many corporations were founded in Texas ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Texas>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},3,1,0,1,0,1,1,7,0,0
10800,List all binomial authority of the insects whose one of the  binomial authority is douard Mntries ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/binomialAuthority> <http://dbpedia.org/resource/Édouard_Ménétries> . ?x <http://dbpedia.org/ontology/binomialAuthority> ?uri  . },3,2,0,0,1,0,0,16,1,0
10801,In which state is Red Willow Creek ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Red_Willow_Creek> <http://dbpedia.org/ontology/state> ?uri } ,2,1,0,0,1,1,0,7,1,1
10802,Name the resting place of Fazlur Rahman Khan ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Fazlur_Rahman_Khan> <http://dbpedia.org/ontology/restingPlace> ?uri } ,2,1,0,0,1,1,0,8,1,1
10803,Count all the places where companies located in Ontario operate. ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/Ontario> . ?x <http://dbpedia.org/property/locations> ?uri  . },3,1,0,1,0,1,0,10,0,0
10804,What politician's partner is Diana Taylor ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/partner> <http://dbpedia.org/resource/Diana_Taylor_(superintendent)>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Politician>},3,1,0,0,1,1,1,6,1,1
10805,What is the district of Methodist Central Hall Westminster ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Methodist_Central_Hall_Westminster> <http://dbpedia.org/ontology/district> ?uri } ,2,1,0,0,1,1,0,9,1,1
10806,Does Jean Louis Arcand work for Geneva ?,ASK WHERE { <http://dbpedia.org/resource/Jean-Louis_Arcand> <http://dbpedia.org/property/institution> <http://dbpedia.org/resource/Geneva> },3,0,1,0,0,2,0,7,0,0
10807,How many religions are followed amongst the people who've worked in the Korean army ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/militaryBranch> <http://dbpedia.org/resource/Republic_of_Korea_Army> . ?x <http://dbpedia.org/ontology/religion> ?uri  . },3,2,0,1,0,1,0,14,0,0
10808,List the people died in Hyderabad and are a member of political party ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Hyderabad> . ?x <http://dbpedia.org/ontology/party> ?uri  . },3,2,0,0,1,1,0,13,1,0.9444444444
10809,What kind of buildings were designed by Pyusawhti ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/architect> <http://dbpedia.org/resource/Pyusawhti> . ?x <http://dbpedia.org/ontology/type> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Building>},4,2,0,0,1,1,1,8,1,0
10810,Is Esther Alder the mayor of Geneva ?,ASK WHERE { <http://dbpedia.org/resource/Geneva> <http://dbpedia.org/property/mayor> <http://dbpedia.org/resource/Esther_Alder> },3,0,1,0,0,2,0,7,0,0
10811,What are the baseball players who played for San Francisco Giants ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/San_Francisco_Giants>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BaseballPlayer>},3,1,0,0,1,1,1,11,1,0
10812,Where does the Jerusalem Institute of Justice render their services ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jerusalem_Institute_of_Justice> <http://dbpedia.org/ontology/service> ?uri } ,2,1,0,0,1,1,0,10,1,1
10813,Which political party got elected in First Legislative Assembly of Uttar Pradesh ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/First_Legislative_Assembly_of_Uttar_Pradesh> <http://dbpedia.org/property/party> ?uri } ,2,0,0,0,1,1,0,12,0,1
10814,"How many companies were founded in Menlo Park, California ?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/foundation> <http://dbpedia.org/resource/Menlo_Park,_California>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>}",3,0,0,1,0,1,1,9,0,0
10815,What is the television show whose channel's parent organisation is Fox Sports ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/parentOrganisation> <http://dbpedia.org/resource/Fox_Sports_(United_States)> . ?uri <http://dbpedia.org/ontology/channel> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4,2,0,0,1,1,1,12,0,0
