QuestionID,Question,Dharmen QB,SINA
10812,Where does the Jerusalem Institute of Justice render their services ?,1,1
10813,Which political party got elected in First Legislative Assembly of Uttar Pradesh ?,0,1
10814,"How many companies were founded in Menlo Park, California ?",0,0
10815,What is the television show whose channel's parent organisation is Fox Sports ?,0,0
10816,Which bands are associated to David Paton ?,1,1
10817,Where does Kafue and Shire river flow into ?,0,0
10818,Who is the president when Loretta Ucelli used to work for Democratic party ?,1,1
10819,was Charlemagne canonized by antipope pachal 3 ?,0,0
10820,What are the players whose former teams are Carolina Panthers and Indianapolis Colts ?,1,0
10821,Is Akan spoken in Ghana ?,0,0
10822,How many basketball players studied in the Midland College ?,0,0
10823,Rickenbacker is a musical instrument played by which artists ?,1,0
10824,Is Liang Chow the headcoach of Shawn Johnson ?,0,0
10825,What ethinicity of Linda Hogan is also the state of origin of Holmes Colbert ?,0,0
10826,"What other destinations do airlines go to, whose flights also come to Glasgow ?",0,0
10827,Where did Steve Romeo dies ?,1,1
10828,"Of the sports commonly played at Islamic Azad Uni, tehran, which one does Jon Speelman play ?",0,0
10829,What is the government type of Ancient Rome ?,1,1
10830,Who are the animator of The Skeleton Dance ?,1,1
10831,What is the birth location of the pope who was canonized by Agatha of Sicily ?,0,0
10832,What is the common country of Ganz UV and Balaton wine region ?,0,0
10833,What organization is the parent of Greenpeace Nordic ?,1,1
10834,Give me some softwares which run on mac os ?,1,1
10835,Which destination of the Novair International Airways is also the  predecessor of the Chevrolet Caprice ?,0,0
10836,What are some scientists who have stateless citizenship ?,1,1
10837,which awards have been given to people who fought in the Battle of France ?,1,0
10838,How many people have been trained in an institute located in California ?,0,0
10839,Which composer subsequent work of Moondog Matinee and also composed The TImes They are A changin ?,0,0
10840,Name whose youth club was FC Barcelona ?,0,1
10841,What is the citizenship of Erastus Wiman ?,1,1
10842,Does the Amazon River start in Arequipa Region ?,0,0
10843,Which is the nearest city to Elliott Bay ?,1,1
10844,List the movie whose music was given by Geoffrey Burgon and distributed by Cinema International Corporation ?,1,0
10845,Which football teams is Shahid Khan proprietor to ?,0,1
10846,How many cities are around the sea in which the the fig tree bay meets ?,0,0
10847,What are all the prizes won by the writer of A Grand Day Out ?,1,0.4
10848,Count the number of families of the Animal kingdom. ?,0,0
10849,Which magazine has publisher as Jann Wenner ?,1,1
10850,"Where is the ground of the soccer club, which has Alan Kusov as a team member ?",0,0
10851,"Give the name of the river with source place as Australian Alps and has mouth place as Goolwa , a place in Siyuth Australia ?",0,0
10852,Did Trish Stratus train Christina Crawford ?,0,0
10853,Who is the writer of the Cavalcade of America and The United States Steel Hour ?,0,0
10854,Count the total religions followed by the ones living in England. ?,0,0
10855,Name the cover artist of the adventure of Tom sawyer ?,1,1
10856,Which river flows through both eastern and western washington ?,0,0
10857,What is the nationality of the golf player who won the  2002 Players Championship ?,0,0
10858,Which companies are founded in the city of which Collin County Texas is a part ?,0,0
10859,Which home stadium of 2011-12 FC Spartak Moscow season is also the location of birth of the Svetlana Gounkina ?,0,0
10860,Who is the former partner of Chris Knierim ?,1,1
10861,"How many different pole drivers are there, of the GPs when Renault was the first team ?",0,0
10862,What are all the TV shows which are related to the ones produced by Julie Gardner ?,0,0
10863,Name the parent company of  Ford Air Transport Service ?,1,1
10864,How many people have worked in the band one of whose current member is Hynief ?,0,0
10865,Does Mt St. Peter Churt follow the architectural style of art deco ?,0,0
10866,King crimson has been recorded in which places ?,1,0.6470588235
10867,Is william doyle the chairman of Georgetown university ?,0,0
10868,Count me all the video game distributor whose parent company is Warner Bros ?,0,0
10869,Was Elizabeth Ann Seton canonized by Pope Paul VI ?,0,0
10870,Is Sao Paulo the largest city of Brazil ?,0,0
10871,Does Ford own the Ford Kansas Assembly plant ?,1,0
10872,Was David Gilmour a former member of Pink Floyd ?,1,0
10873,Which ppolitical party of Yashpal Kapur is also the owner of National Herald ?,0,0
10874,Name the sstadium of 2015 Pro Duta FC season ?,0,1
10875,What awards have been given to citizens of the Ottoman Empire ?,1,0.25
10876,List the state of the universities whose nation is United States ?,1,0
10877,What are the software whose operating systems are Mac OS and Microsoft Windows ?,1,0
10878,Does the Utah State Route 162 end at Colorado ?,1,0
10879,Is jim harbaugh currently in the Michigan Wolverines ?,0,0
10880,"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM ?",1,0
10881,"To which books Thomas Egerton, an editor ?",1,0
10882,Was christina crawford trained by Booker T ?,0,0
10883,In how many places has Garbage recorded their songs ?,0,0
10884,What award was won by executive producer of Shaun the Sheep ?,1,0.4
10885,What is the television show whose opening theme's album is Cheers ?,0,0
10886,Which driver had the pole position in 1994 Spanish Grand Prix ?,1,1
10887,How many different religions have economists followed ?,0,0
10888,What is the automobile platform of Chiva bus ?,1,1
10889,What borders siberia ?,1,1
10890,How many had their debut team coached by Chip Kelly ?,1,0
10891,Did John Byrne create Emma Frost ?,0,0
10892,What is the device whose successor's CPU is by AMD ?,0,0
10893,"Who was the coach of marquette Golden Eagles men's basketball team-2012,13 season ?",1,1
10894,What made Jon Speelman and Eric Schiller famous ?,0,0
10895,Which manufacturer of the Boeing B-17 Flying fortress is the manager of burro Flats Painted Caves ?,0,0
10896,How many people currently play for Stoke City F.C. ?,0,0
10897,In how many different places can I find companies which were founded in toronto ?,0,0
10898,How many organizations own the website to which Jimmy Wales contributes ?,0,0
10899,List the former team of the american football players born in Pennsylvania ?,1,0
10900,Through how many cities does the river flowing into Arkansas go ?,0,0
10901,who are the managers of england national under 20 football team ?,0,1
10902,Did Jim Kiick do his highschool in New Jersey ?,0,0
10903,What shows are on the networks which are from the United States ?,0,0
10904,Was the song The Boy is Mine recorded in Atlanta ?,0,0
10905,How many things do bridges designed by the UEM group go over ?,0,0
10906,Who is the fictional character who portrayed in Terminator 2: Judgment Day ?,1,1
10907,Which movies' music is composed by people associated with the band Yes ?,0,0
10908,What is the death place of the Marina Pankova and Viktor Ulyanich ?,0,0
10909,What famous work is derived from the one whose lyrics are written by Inma Gonzales ?,1,0
10910,How many services are there of the companies whose services is Web hosting service ?,0,0
10911,By which university is the literary magazine named Stone Canoe published ?,1,1
10912,How many politicians are in the militia ?,0,0
10913,Name the rivers whose source country's capital is Lusaka ?,0,0
10914,Some movies whose screenplay is done by american born people ?,0,0
10915,Who is the narrator of The Price of Beauty ?,1,1
10916,Enumerate all those who are in the Board of companies founded in New York ?,0,0
10917,Who did Bruce Bochy play for ?,1,0
10918,Was Michael Schumacher a pole driver in the 1999 GP ?,0,0
10919,How many universities participate in the NCAA Division I Football Bowl Subdivision ?,0,0
10920,How many religion's people have died in Malaysia ?,1,0
10921,How many people have managed a club which owns the Riverside Stadium ?,0,0
10922,How many other wine region are there of the grapes whose one of the wine region is Michigan ?,0,0
10923,To which families does the Koolakamba belong ?,1,1
10924,How many awards have screenwriters won ?,0,0
10925,List the countries through which European rout E39 and E8 passes ?,0,0
10926,How many people work at the FBI ?,0,0
10927,Count the nearest city to the historic palce whose one of the nearest city is Wisconsin ?,1,0
10928,What is the airline company has its headquarters in Dublin Airport ?,0,1
10929,What are some orthonychidae birds ?,1,1
10930,Is Dave Schulz a band member of Berlin ?,1,0
10931,Does MSX BASIC have a license of microsoft ?,0,0
10932,List the subsequent work of the albums whose one of the subsequent work is Planet Waves ?,1,0
10933,In which mountain Inyo National Forest and California are located ?,1,0
10934,Was the Incredibles released before Finding Nemo ?,1,0
10935,How many thesis were supervised by Ernest Rutherford ?,0,0
10936,What is the television show whose related with  Doctor Who Confidential ?,1,1
10937,What are the last two studio albums of Moondog Matinee ?,1,1
10938,How many people currently play for the NYC FC ?,0,0
10939,Is Gutenberg neighbouring with Madiswil ?,0,0
10940,What is the total number of writers whose singles are recorded in Miami ?,0,0
10941,Daniel L D Granger and Job Durfee have based their political career in which US state ?,0,0
10942,Who are the employer of Don R. Berlin ?,0,1
10943,How many different mascots are there of the NCAA teams ?,0,0
10944,What is the river whose tributary is Zarqa River ?,1,1
10945,How many home stadiums are there of the seasons whose chairman in Merritt Paulson ?,0,0
10946,Give me the count of all the names of characters created by Frank Miller ?,0,0
10947,Give me a count of bridges located in California ?,0,0
10948,List the companies operating in Australia ?,0,1
10949,"What all are in the states whose anthem is Ja, vi esker dette landet ?",0,0
10950,Which country are the players of the Atletico Petroleos de Luanda from ?,1,0
10951,Who owns the ford kansas assembly plant ?,1,1
10952,Which saints were the messengers of Islam ?,1,0.7956989247
10953,Companies founded in Taiwan have typically which divisions ?,1,0
10954,"What is the hub airport of Pawan Hans, and is also the largest city of India ?",0,0
10955,Name the source of Raa ?,1,1
10956,Was Nick Jonas a member of the Jonas Brothers ?,0,0
10957,Movie's produced by Michael Deeley has Jordan Cronenweth as director of photography ?,1,0
10958,Which cities have the river one of whose Tributary is the Missouri's big spring ?,1,0
10959,Which band was left by Kevin Jonas ?,1,1
10960,return some  players who have played in the NBA ?,0,1
10961,How many have been venerateds in Islam and Judaism ?,0,0
10962,What is the resting place of the politician who succeeded Samuel Hayes ?,0.25,0
10963,Is Amharic the official language of Ethiopia ?,1,0
10964,Which religion did both anupong paochinda and udit raj follow ?,0,0
10965,What is the source country of reg Lake ?,1,1
10966,What is the television show whose cast members are Jeff Conaway and Jason Carter ?,1,0
10967,The successor of Ellsworth Bunker belongs to which religion ?,1,0.25
10968,Is God Save the Queen the national anthem of United Kingdom ?,0,0
10969,GetTV is owned by which organisation ?,1,1
10970,Was saddam hussein at the rank of Mushir ever ?,0,0
10971,How many factions were involved in the battles fought by Arthur St. Clair ?,0,0
10972,List borders of the admin region bordering Arctic ocean ?,1,0
10973,Is Giorgos Kaminis the mayor of Athens ?,1,0
10974,In which military conflict were Phm Vn ng and John McEwen commanders ?,1,0
10975,Does Air 2000 fly to the north american continent ?,1,0
10976,How many players debuted their careers from San Francisco 49ers ?,0,0
10977,What movies have been written by authors of Monty Python ?,1,1
10978,Did Bob Dylan write the lyrics of the times they are a changin' ?,0,0
10979,How many saints have been venerated in Judaism ?,0,0
10980,What is the military unit whose command structures are United States Department of the Navy and United States Department of Defense ?,1,0
10981,Is James Wong Howe the cinematographer of Behave Yourself ?,0,0
10982,What awards have the alumni of Academy of Fine Arts in Lodz achieved ?,1,0
10983,How many TV shows are of the company which are of company which is a subsidiary of Big  Ticket Entertainment ?,0,0
10984,Which are the predecessor of Chevrolet Caprice ?,1,1
10985,Name the sports played by Fr. Agnel Multipurpose School and Junior College ?,1,1
10986,Which athletics of Jaimatu Muslim Mindano is same as the genre of the Fritz Chess ?,0,0
10987,In what battles did president Park Chung-hee participate ?,1,1
10988,Is stephanie a female ?,0,0
10989,What is the layout of the automobiles whose designer company is Olivier Boulay ?,1,0
10990,Count the number of religions followed by BJP members. ?,0,0
10991,How many people have been the head coach for Middlesbrough FC ?,0,0
10992,Who was on the boards of Freedom of the City and Royal Society ?,1,0
10993,What games are played at universities in Lanao Del Sur ?,1,0
10994,What is the almamater of the president whose vice president was Enrique Jos Varona ?,1,0
10995,"What is the architecture of First National Bank and Trust Building (Lima, Ohio) ?",0,0
10996,In which states does the river flow whose left tributary is Toms Creek ?,1,0.25
10997,Which animator of the The Skeleton Dance is also the director of The Haunted House (1929 film) ?,0,0
10998,How many people won the Gold Medal of the Royal Astronomical Society ?,0,0
10999,Stockholm is the HQ of how many things ?,0,0
11000,With whom were the engagements of Alpine Brigade Taurinense ?,1,0
11001,In how many different places have US people died ?,0,0
11002,What is the state of origin of Abbas Jafri ?,1,1
11003,does the journal of cancer have the creative commons license ?,0,0
11004,Terry Pratchett has written about how many topics ?,0,0
11005,What is debut team of the baseball players who died in Los Angeles ?,0,0
11006,Who are the associated musical artist of the  artists of band Shorty Rogers ?,1,0.9338842975
11007,Does the San Macros River start in Texas ?,1,0
11008,Which university's graduates have worked in the Quartermaster corps ?,1,0.4285714286
11009,"Which music band made Take Me There, and to which Tedd Riley was associated ?",0,0
11010,Does Silver Airways have a hub at the Washington Dulles International Airport ?,1,0
11011,What is the profession of William Luther Hill ?,1,1
11012,"What are the source of the streams whose one of the source is Calera, Oklahoma ?",0,0
11013,What is the serving railway line of Rostov-Glavny ?,1,1
11014,"Which company is located in Harris County, Texas ?",0,0
11015,Tell me the number of writers whose works have been recorded in Criteria Studios ?,0,0
11016,List all crafts of the people whose one of the profession is Kingdom of Naples ?,1,0
11017,Was Apollo 11 a mission of Niel Armstrong ?,0,0
11018,What are the movies whose music composer uses a Hammond organ ?,0,0
11019,Did Paul Weatherwax an editor of Behave Yourself ?,0,0
11020,What ingredients are used in preparing the dish of Ragout fin ?,1,1
11021,How many television shows are broadcasted on Fox Broadcasting Company ?,0,0
11022,Where Everybody knows you is the theme album of which show ?,1,1
11023,Does Ronaldinho play in the brazil's under 23 team ?,0,0
11024,How many movies were directed by the graduate of Burbank High School ?,0,0
11025,"What is on the border of the places which fall under crook county municipality, oregon ?",0,0
11026,"Name the common architecture of the Grand Serail of Aleppo and Shaheed Minar, Kolkata ?",0,0
11027,Who edited Easy street ?,1,1
11028,Name everyone working for a company owned by Roman Abramovich. ?,0,0
11029,Where does the river begin whose left tributary is Krapanski Potok ?,1,0
11030,How many people have coached the players of Middlesbrough FC ?,0,0
11031,Was Robert Burns from the Romanticist School of thought ?,0,0
11032,Count the number of region of AN/FSQ-7 Combat Direction Central ?,0,0
11033,Give me a count of the services by the company which provides Data center as the services ?,0,0
11034,List the people with Scientology as their religious belief ?,1,1
11035,Which program was on NBC network with executive producer as Glen and Les Charles ?,1,0
11036,Is the book The Buddha and his Dhamma a book about Buddhism ?,1,0
11037,Who is the person opposed  by Tom McLaury and Ike Clanton ?,1,0
11038,Who all have developed a cross platform software ?,0,0
11039,Who attended Great Ayton university ?,0,1
11040,Who is known for are War of 1812 and Battle of the Thames ?,1,0
11041,Count everything garrisoned at the pentagon ?,0,0
11042,How many rivers end in the Indian Ocean ?,0,0
11043,What non fiction subjects are covered in books by Doubleday publishers ?,1,0
11044,Find the total number of tenants of the stadium whose tenants was Toronto Marlies ?,0,0
11045,Who voiced in Peanuts Motion Comics and The Peanuts Movie ?,1,0
11046,Is Rain Over me in the planet pit album ?,1,0
11047,What is the total number of other restingplace of the politicians whose one of the restingplace is East Norwalk Historical Cemetery ?,0,0
11048,Count the total number of conflicts people who were part of conflict in afghanisthan ?,0,0
11049,"Which tennis players live in Kenthurst, new south wales ?",0,0
11050,Was Liliya Lobanova born in Ukraine ?,0,0
11051,Where was Sino-French War fought ?,1,1
11052,List all the major shrines of the saints which has one of the shrines as Debre Libanos ?,1,0
11053,What is the political party of Arun Chandra Guha and Indira Gandhi ?,0,0
11054,How many bacterias are there whose division is Firmicutes ?,0,0
11055,List things developed by Autoconf ?,1,1
11056,Was His New Job edited by Charlie Chaplin ?,1,0
11057,Which person belongs to the board of Howard Hughes Medical Institute ?,1,1
11058,Which cover artist of the The Adventures of Tom Sawyer also the source of inspiration of The Appple Tree ?,0,0
11059,In which common territory did Sino French war and the Tonkin campaign take place ?,0,0
11060,In which state is Colemanville Covered Bridge located ?,1,1
11061,How many characters were made by Paul Dini ?,0,0
11062,What is the religion of the relatives of Ananda Weerasekara ?,1,0
11063,Is the song Only the Good Die Young from The Stranger ?,0,0
11064,"Name the office holders whose successor died in Morristown, New Jersey ?",0,0
11065,What is the total number of other non-fiction subject of the books whose one of the subject is Racism ?,0,0
11066,What medals have been given to people who died of lung cancer ?,1,0
11067,Count the drinks originated in England. ?,0,0
11068,Is Angola Avante the anthem of Angola ?,1,0
11069,"Is the Providence Chapel, Charlwood made in New English style of architecture ?",0,0
11070,"What is the river whose origin is North-Western Province, Zambia ?",0,0
11071,Is Tenzing Norgay  the first person to scale Mt. Everest ?,1,0
11072,In which country can I find the State Academic Opera and Ballet Theater and Baku Puppet Theatre ?,0,0
11073,"What band was Afrika Baby Bam a part of, and often performed with Q Tip ?",0,0
11074,Count the water bodies that flow into the North Sea ?,0,0
11075,Where has GARAGE recorded its singles ?,1,0
11076,"Was Ne Daj Se, Nina first aired in Croatia ?",0,0
11077,What is the military rank of the important commander of Peruvian Army ?,1,0
11078,What mammals fall into the biological family Canidae ?,1,1
11079,Name the writer of South Park: The Stick of Truth ?,1,1
11080,Who is the authority of Maine School of Science and Mathematics ?,1,1
11081,Give me the count of newspaper whose language is Sweedish and headquartered at stockholm ?,0,0
11082,In how many places are the companies founded in Canada operating ?,0,0
11083,How many titles have been won by the beauty queens which had brown hair ?,0,0
11084,Who worked at  A Goon's Deed in a Weary World and CBS ?,1,0
11085,How many things are manufactured by the company whose subsidiary is Sony Corporation shareholders and subsidiaries ?,0,0
11086,Ford Air Transport Service and Falcon cobra are both owned by which company ?,0,0
11087,Which continents can be reached by flight companies available on Gatwick Airport ?,0,0
11088,Who trained the wrestlers who are billed in Wisconsin ?,1,0
11089,Who is the head coach of 2009-10 Middlesbrough F.C. season ?,1,0.02564102564
11090,Did Umkhonto we Sizwe had Nelson Mandela as a commander ?,0,0
11091,Whichlocation city of the Denver Broncos is the palce of birth of Steven Clark Cunningham ?,0,0
11092,How many venues are located in the US ?,0,0
11093,Which vice president of Warren G. Harsing is also the president of Evans Hughes ?,0,0
11094,Count all those whose youthclub performed at the 14-15 La Liga ?,0,0
11095,What city is it where Wayne Allard governs and Juli Ashton was born ?,0,0
11096,Count the number of broadcast area of the TV stations which serves in Agalga ?,1,0
11097,Name the kingdom with currency Solidus (coin) and administrative headquarters in Nicomedia ?,1,0
11098,Is the assembly of tofa ahin ethopia ?,1,0
11099,Do Ctenochaetus Binotatus lie in the cActinopterygii class ?,1,0
11100,How many food items have an ingredient from the Sapindales family ?,0,0
11101,How many movies have had a cinematographer who died in US ?,0,0
11102,Does Stanley Cavell study Shakespeare ?,0,0
11103,Name the largest city of the country where the body of Amit Saigal was discovered ?,0,0
11104,Where is the hometown of A Bartlett Giamatti ?,1,1
11105,Who won the silver medal when the bronze was won by Yang Yilin ?,1,0
11106,Name the office holder with associate as Marcus Calpurnius Bibulus and has a kid named Augustus ?,1,0
11107,Who are the predecessors of John Randolph of Roanoke ?,0,1
11108,Is fox belong to the phylum of Chordate ?,1,0
11109,Does Abdelhameed Amarri currently play for Khartoum ?,0,0
11110,List TV shows with producer as Erik Bork and company is DreamWorks Television ?,1,0
11111,Name the awards that have been given to the writer made famous for Creature Comforts ?,1,0
11112,Who produces the tv series which made Scott Haran famous ?,1,0
11113,Give me a count on associates of Johnny Cash ?,0,0
11114,What is a salthill ?,1,1
11115,Who is the musician of Before I let you Go ?,1,1
11116,What is the Ceremonial County of Port of Tilbury ?,0,1
11117,What is the ideology of the Union of Cambodian Democrats which is also the ideology of Palang Dharma Party ?,0,0
11118,What is the honorary title of the narrator of Everything Will Be OK ?,1,0.4
11119,"Does the white river flow into the connecticut river{u'_id': u'97e02dcf44aa43c1b7cc7a7c155b118f', ?",1,0
11120,What is the total number of other destinations of the airlines whose one of the destinations is Mediterranean Sea ?,0,0
11121,List the software developed by Shawn Fanning ?,1,0
11122,Count the number of things people who know linguistics are known for ?,0,0
11123,Does mumbai manage the railway line going to the daund railway junction ?,1,0
11124,Through which counties does the road go which starts at the Port Klang ?,1,0
11125,Under which president did some politicians live in Kensington ?,0,0
11126,What awards were given to the producer of Chicken Little ?,1,0
11127,"Whose children died in North Bend, Ohio ?",0,0
11128,What is the governing body of Burro Flats Painted Cave ?,1,1
11129,Is Lieutenant general (United States) the superintendent of United States Air Force Academy ?,0,0
11130,Where did the conflict take place in which Henri Putz fought ?,1,0.25
11131,Name the series of Doctor Who: Evacuation Earth ?,0,1
11132,Is Lyndon bridge a kind of Truss bridge ?,0,0
11133,What water bodies have primary inflows sa Kemijoki ?,0,1
11134,In which nation does the league take place where C.D. Primeiro de Agosto play ?,0,0
11135,Colin Powell was the commander of which military conflict ?,1,1
11136,Enumerate the cars related to the ones assembled in Toluca ?,0,0
11137,Where can I find companies which originated in Canada ?,0,0
11138,Which school of jack mcGregor attend which was also the training center of William Anthony ?,0,0
11139,"What is the university to which Erica Frank went, and where Ivan Toplak was a club manager ?",0,0
11140,What is the hometown of the residents of Martha's vineyards ?,1,0
11141,Which companies have launched a rocket from Cape Canaveral Air Force station ?,1,0
11142,Does the north carolina highway 280 end in Arden ?,0,0
11143,How many people are buried in the Mausoleum of Augustus ?,0,0
11144,How many soccer manager have been in the Spain nation football team ?,0,0
11145,"Name the writer whose one of the notable work is Adventures of Huckleberry Finn and died in Redding, Connecticut ?",0,0
11146,What sports are played in schools in Vashi ?,1,0
11147,Who owns the radio stations in Alabama ?,1,0
11148,Was Johnny Depp a member of Skull Gang ?,1,0
11149,How many sports are played at the university whose president is Emanuel de Guzman ?,0,0
11150,Scientists at the University of Queensland have won which awards ?,0,0
11151,Who is the owner of  Latvian Wikipedia and Wiktionary ?,0,0
11152,What is the television show whose opening theme is Where Everybody Knows Your Name ?,1,1
11153,name the Glover's distributer ?,1,1
11154,"What nation is Hornito located in, where Jamie Bateman Cayn died too ?",0,0
11155,How many shows belong to the network one of whose sister station is Cartoonite ?,0,0
11156,who are all the people who have managed the England's under 20 soccer team ?,0,1
11157,Moscow-Kazan high speed railway starts from which station ?,1,1
11158,"Where are all the protected areas near Bend, Oregon ?",0,0
11159,Does the hudson river flow into the lower manhatten ?,1,0
11160,In how many places did Julian Leow Beng Kim study ?,0,0
11161,What is the common university iof vanderbilt Commodores and also the college of hubert Wiggs ?,0,0
11162,Which royal people are buried in Rome ?,0,1
11163,How many movies have been directed by almunies of Parsons School of Design ?,0,0
11164,Give me a count on scientist who are known for garrison is Tennessee ?,0,0
11165,Was einstein a doctoral student of Alfred Kleiner ?,1,0
11166,Is the Mount St Peter Church made in the international architectural style ?,0,0
11167,What is the state of origin of Thomas Pfyl ?,1,1
11168,How many movies have been cinematographed by Jordan Cronenweth ?,0,0
11169,List the language of Kunsten Museum of moder art Aalborg ?,1,1
11170,"Name a military unit whose command structure is United States Department of the Navy and garrison is Arlington County, Virginia ?",0,0
11171,List the relative of Tim Nanai-Williams ?,1,1
11172,Count the  origin of the beverages which have been originated in england / ?,0,0
11173,What is the river that falls into North Sea and Thames Estuary ?,1,0
11174,Count all the stateless people ?,0,0
11175,State the religion of the person known for People's Bank (Sri Lanka) ?,1,0
11176,For how many cities's teams did David Bowens play ?,0,0
11177,what are some neighboring cities of Pregny Chambsy ?,0.6,1
11178,How many honorary title are there of the scientists who has  Australian of the Year award ?,0,0
11179,What is the total number of companies who use a language designed by Bjarne Stroustrup ?,0,0
11180,Which job of Irving Chernev is the non-fiction subject of the Thud ?,0,0
11181,What is the political party of the daughter of Jawaharlal Nehru ?,1,0
11182,"Which units are garrisoned at Arlington County, Virginia ?",0,0
11183,What are the mountains in the Sequoia National Park ?,1,1
11184,Name the city of Duwamish River ?,1,1
11185,In which country is Sierra del Merendin ?,1,1
11186,Give me a count of everything made by the company which offers electronical manufacturing too. ?,0,0
11187,Who is the vice president of Jared Bernstein ?,1,1
11188,Which teams have used the stadium whose architect was Populous ?,1,0
11189,How many non-fiction subject are there of the books whose one of the non-fiction subject is Ankh-Morpork City Watch ?,0,0
11190,How many contries surround the seas on the banks of which is the city of Cancun ?,1,0
11191,"List all the settlements which has a part named Seguin,Texas ?",0,0
11192,List all the wine regions of the grapes whose one of the wine region is Mississippi ?,1,0
11193,How many organizations work for Environmentalism ?,0,0
11194,What are the organisation founded in Texas and Dallas ?,1,0
11195,List the members of Skull Gang ?,1,1
11196,Count the movies directed by Tim Burton and music composer Danny Elfman ?,0,0
11197,People who debuted from Houston Astros have played in which clubs ?,1,0
11198,What sport played at Islamic azad uni employes Craig Van Tilbury ?,0,0
11199,Where are Solidus and Aureus used ?,1,0
11200,Foxy Brown was associated with which band ?,0,1
11201,Whose military units are VMF-218 and VMF-155 ?,1,0
11202,How many non fiction topics does Thud! deals with ?,0,0
11203,Is Steve Nash the chairman of Vancouver Whitecaps FC ?,0,0
11204,Did Christian Barnard study in the University of Minnesota ?,1,0
11205,Is the national anthem of Mauritius motherland ?,1,0
11206,What is the municipality of the Homestead Grays Bridge and Roberto Clemente Bridge ?,0,0
11207,List the home town of the people who have Ontario as one of it ?,0,0
11208,Pennsylvania has how many american football teams ?,0,0
11209,How many teams have someone playing at the defenceman position ?,0,0
11210,Count the number of different religions that field marshals have followed ?,1,0
11211,Did Annie Leibovitz do the cover of The Road Ahead ?,1,0
11212,What is the stylistic origin of Wizard rock ?,1,1
11213,Count the  area of the radio stations whose serves in South Carolina ?,0,0
11214,"Who  has these major shrines  : Emmitsburg, Maryland and Shrine of St. Elizabeth Ann Bayley Seton ?",0,0
11215,Name a few whose live in a place where Indian English is an official language ?,0,0.9947780679
11216,What is the television show whose developer is J. Michael Straczynski ?,1,1
11217,List the awards given to the important people of Aardman Animations ?,1,0.4
11218,From what american football teams did Carlos Emmons play ?,1,1
11219,Who is the person whose alma mater is Harvard-Westlake School ?,1,1
11220,Relatives of Moses used to follow which religions ?,1,0.4
11221,What sports are played at institutes affiliated by the Association of Southeast Asian Institutes of Higher Learning ?,1,0
11222,"What sport amongst the one Lagos Preparatory School practices, did Willian Garne play for ?",0,0
11223,"Count the different places where the people died, who were born in England ?",0,0
11224,What is the territory of the conflict whose commander is Feng Zicai ?,1,0
11225,Is The Universe in a Single Atom a book about buddhism ?,1,0
11226,What are the famous Uni Toronto scientists known for ?,1,0
11227,How many veterans are buried in the US ?,0,0
11228,Count the PhD students whose thesis are supervised by National Medal of Science winners ?,0,0
11229,Count number of people who follow a religion which has an important office in Gold Base ?,0,0
11230,In which mountain range does the Rochers De Naye lie ?,1,0.5
11231,Murray Gold has composed music for how many things ?,0,0
11232,Count the number of other product of the banks whose one of the product is Wealth management ?,0,0
11233,How many people have led agencies in German occupied Europe ?,0,0
11234,What is the citizenship of Saima Chowdhury ?,1,1
11235,How did Letitia MacTavish Hargrave died ?,1,1
11236,Which are the  automobile platform whose one of the automobile platform is Dodge ?,1,0
11237,How many molluscas are there whose families are Buccinidae and Buccinoidea ?,0,0
11238,Name the person whose parent is Pattie Mallette ?,1,1
11239,Was Mark Twain a character of Mark Twain Tonight ?,0,0
11240,In how many different stadiums are the seasons of the 2015 NA Soccer league held ?,0,0
11241,What is the county of Saint Lucia national cricket team ?,1,1
11242,Who operates the Ganz UV ?,1,0.4
11243,Who is the publisher of The Rolling Stone Album Guide ?,1,1
11244,"What is the state of the administrative region where Oscoda, Michigan is located ?",0,0
11245,Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?,0,0
11246,How many times has Jeff Conaway been casted ?,0,0
11247,Kendall Jenner has how many relatives ?,0,0
11248,How many people were drafted in the LA Clippers ?,0,0
11249,In which wars did commanders born in Indochina fight ?,0,0
11250,CN Atletic-Barceloneta has a stadium in Barcelona ?,0,0
11251,Is morrissey in the smiths ?,1,0
11252,In how many different wars have people graduated from the Army Command and General staff college fought ?,0,0
11253,Was the street dogs of south central narrated by Queen Latifah ?,0,0
11254,What fictional character's species is American Pekin duck ?,0,1
11255,How many books are there whose author's tomb is in Madrid ?,0,0
11256,What are the bridges whose located in California ?,1,1
11257,Name the common sports played at Polytechnic University of Philippines San Juan and Islamic Azad University ?,0,0
11258,Ryan Seacrest has been the presenter of how many things ?,0,0
11259,Give me a count of companies located in Texas ?,0,0
11260,Did the New Way party merge in the One Israel party ?,1,0
11261,What are the television shows whose network is BBC HD ?,1,0
11262,Name  some ww1 veterans ?,0,1
11263,Was John Muir the first one to ascend one of the peaks in the cathedral peak ?,1,0
11264,What is the television show whose previous work is The Spirit of Christmas (short film) ?,1,1
11265,List the authors of the musicals whose songwriter is Richard M. Sherman. ?,1,0
11266,What is the river on which the Kariba Dam and Batoka Gorge Hydroelectirc power station exist ?,0,0
11267,Is the College Sainte Marie in Mauritius ?,0,0
11268,"Danny Felice, the Gibraltarian guitarist is from which city ?",1,1
