QuestionID,Question,TripleSize,RelationTotal,ResourceTotal,ClassTotal,QuestionLength,Resources,WordCountEntity1,AvgWordCount,Special Character,Explicit E1,Explicit E1 and E2,Capital/Small Letters E1,Capital letter E1 and E2,aylienNERagdistis,tagmeNEDlogs,DBpediaNERAgdistis3252,ambiverseNEDlogs,meaningcloudAgdistis,qanary_logs_DBpediaSpotlightNED,meaningCloudNEDnew,textrazorAgdistis,dandiNERAgdistisFINAL,dandilionNEDlogs,OntotextNEDlogs,babelfyAgdistis3000,ambiverseAgdistis,tagmeAgdistis,EntityClassifier_NER_Agdistis,newBabelfyNEDlogs,stanfordAgdistis,ontotextAgdistis,AmbiverseNED 2.0,AmbiverseStanford 2.0
10842,Does the Amazon River start in Arequipa Region ?,3,1,1,0,11,http://dbpedia.org/resource/Olivier_Boulay,2,0,0,FALSE,0,TRUE,0.5,,,,,,,,1,,,,,,,1,,1,1,,
10844,List the movie whose music was given by Geoffrey Burgon and distributed by Cinema International Corporation ?,3,1,2,0,6,"http://dbpedia.org/resource/Hyundai_Lavita,http://dbpedia.org/resource/Malaysia",0,1.5,0,TRUE,1,TRUE,1,0.5,1,0.5,,,0.5,0.5,,0.5,0.5,1,0.5,,0.5,0.5,0.5,0.5,0.5,1,
10851,"Give the name of the river with source place as Australian Alps and has mouth place as Goolwa , a place in Siyuth Australia ?",3,0,1,0,16,http://dbpedia.org/resource/Brian_d'Arcy_James,3,0,0,TRUE,0.5,FALSE,0,1,1,1,,1,1,,1,1,0,1,,,1,0,0,1,1,1,1
10852,Did Trish Stratus train Christina Crawford ?,4,2,1,1,13,http://dbpedia.org/resource/Poznań,0,0,0,FALSE,0,TRUE,0.5,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,1,
10853,Who is the writer of the Cavalcade of America and The United States Steel Hour ?,2,1,1,0,5,http://dbpedia.org/resource/Morphine,1,0,0,TRUE,0.5,TRUE,0.5,0,0,0,,,1,,0,0,1,0,,,0,0,,,,,
10856,Which river flows through both eastern and western washington ?,3,0,1,1,8,http://dbpedia.org/resource/Chordate,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,,1,1,0,1,,1,1,1,,1,,
10859,Which home stadium of 2011-12 FC Spartak Moscow season is also the location of birth of the Svetlana Gounkina ?,4,1,1,1,14,http://dbpedia.org/resource/Tower_of_London,3,0,0,TRUE,0.5,FALSE,0,0,1,0,0,,0,0,,1,0,,0,0,1,0,0,0,0,1,0
10865,Does Mt St. Peter Churt follow the architectural style of art deco ?,4,2,2,0,10,"http://dbpedia.org/resource/Stanford_Cardinal,http://dbpedia.org/resource/Jim_Wylie",0,1.5,0,FALSE,0.5,FALSE,0.5,0,0.5,0,,0,0,,0,0,1,0,0,,,0,0,,0,1,0
10867,Is william doyle the chairman of Georgetown university ?,2,1,1,0,7,http://dbpedia.org/resource/Southwest_African_lion,3,0,0,TRUE,0.5,FALSE,0,,1,,,0,0,,,,1,0,,,,0,1,,,,
10869,Was Elizabeth Ann Seton canonized by Pope Paul VI ?,4,2,1,1,14,"http://dbpedia.org/resource/Judge_Advocate_General's_Corps,_United_States_Army",5,0,0,FALSE,0,TRUE,0.5,,0.5,0,,0.5,0.5,,0.5,0.5,0,0.5,,,0.5,0,0.5,0.5,0.5,1,1
10870,Is Sao Paulo the largest city of Brazil ?,4,0,1,1,9,http://dbpedia.org/resource/Ethics,0,0,0,FALSE,0,TRUE,0.5,,1,,,,,,0,,,1,0,,,,0,,,,
10871,Does Ford own the Ford Kansas Assembly plant ?,4,2,2,0,12,"http://dbpedia.org/resource/Palang_Dharma_Party,http://dbpedia.org/resource/Inthakin",0,2,0,TRUE,1,TRUE,1,0.5,1,0.5,,,0.5,,,0.5,1,0.5,,,0.5,0.5,1,0.5,0.5,1,1
10872,Was David Gilmour a former member of Pink Floyd ?,2,1,1,0,10,http://dbpedia.org/resource/2016_Fort_Lauderdale_Strikers_season,6,0,0.5,FALSE,0,FALSE,0,0,0,,,0,,,,0,0,0,,,0,0,0,,,,
10873,Which ppolitical party of Yashpal Kapur is also the owner of National Herald ?,4,2,1,1,12,http://dbpedia.org/resource/Operation_Barbarossa,2,0,0,TRUE,0.5,TRUE,0.5,,1,,,,1,0,,,1,0,,,,0,,,,,
10877,What are the software whose operating systems are Mac OS and Microsoft Windows ?,3,0,2,0,10,"http://dbpedia.org/resource/Toronto_Maple_Leafs,http://dbpedia.org/resource/Mike_Babcock",0,2.5,0,TRUE,1,TRUE,1,1,1,1,0,,1,,1,1,1,1,,,1,1,1,1,,1,0.5
10878,Does the Utah State Route 162 end at Colorado ?,3,0,2,0,9,"http://dbpedia.org/resource/Audie_Murphy,http://dbpedia.org/resource/Arlington_National_Cemetery",0,2,0,TRUE,0.5,TRUE,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,1,,,0.5,0.5,1,0.5,0.5,1,0.3333333333
10879,Is jim harbaugh currently in the Michigan Wolverines ?,2,1,1,0,6,http://dbpedia.org/resource/Reigh_Count,2,0,0,TRUE,0.5,TRUE,0.5,,1,,,,1,,,,1,,0,,,,0,,,,
10882,Was christina crawford trained by Booker T ?,4,1,1,1,12,http://dbpedia.org/resource/Tokyo_Broadcasting_System,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,1,1,1,,1,1,,,0,1,1,,,,,
10891,Did John Byrne create Emma Frost ?,4,1,1,1,12,http://dbpedia.org/resource/Raptors_905,2,0,0.5,TRUE,0.5,TRUE,0.5,,1,,,,,,,,1,0,,,,0,0,,,,
10894,What made Jon Speelman and Eric Schiller famous ?,4,1,1,1,14,http://dbpedia.org/resource/George_Beauchamp,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,,1,1,1,0,1,,1,1,1,1,1,1,
10895,Which manufacturer of the Boeing B-17 Flying fortress is the manager of burro Flats Painted Caves ?,3,1,2,0,9,"http://dbpedia.org/resource/Saint_Lawrence_River,http://dbpedia.org/resource/Kingston,_Ontario",0,2.5,0,FALSE,0.5,FALSE,0.5,0,1,1,0,0,1,0.3333333333,,1,0.3333333333,1,,,1,0,1,0,,1,0
10902,Did Jim Kiick do his highschool in New Jersey ?,3,2,1,0,15,http://dbpedia.org/resource/MTR,1,0,0,TRUE,0.5,TRUE,0.5,1,0,1,,0,1,,1,1,0,1,,,1,1,0,,1,,
10904,Was the song The Boy is Mine recorded in Atlanta ?,3,1,1,1,10,http://dbpedia.org/resource/Vestigial_Peter,2,0,0,TRUE,0.5,TRUE,0.5,0,1,0,,,0,,0,0,1,0,,,,0,1,,0,1,
10908,What is the death place of the Marina Pankova and Viktor Ulyanich ?,3,1,1,1,9,http://dbpedia.org/resource/Buccinidae,1,0,0,TRUE,0.5,TRUE,0.5,,1,,,,1,,,0,1,1,0,,,0,0,,0,,
10918,Was Michael Schumacher a pole driver in the 1999 GP ?,2,1,1,0,8,http://dbpedia.org/resource/Kumta,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,0,1,1,1,,,,1,1,0,1,1,1,
10925,List the countries through which European rout E39 and E8 passes ?,5,2,2,1,18,"http://dbpedia.org/resource/Crusade_(TV_series),http://dbpedia.org/resource/J._Michael_Straczynski",0,3,1,TRUE,1,FALSE,0.5,0.5,0.5,,0.5,,0.5,,0.5,0.5,0.5,1,,,0.5,0.5,0.5,0.5,0.5,1,
10930,Is Dave Schulz a band member of Berlin ?,3,0,1,1,8,"http://dbpedia.org/resource/Ridgewood,_New_Jersey",3,0,0,TRUE,0.5,TRUE,0.5,0.5,1,1,0,0,1,0.5,,1,0,1,,,1,0.5,1,0.5,1,1,0.3333333333
10931,Does MSX BASIC have a license of microsoft ?,3,1,1,1,10,http://dbpedia.org/resource/Fusajiro_Yamauchi,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,1,1,1,1,1,,1,1,1,1,,1,1
10933,In which mountain Inyo National Forest and California are located ?,3,2,1,0,15,http://dbpedia.org/resource/Willie_Nelson_and_Family,4,0,0,TRUE,0.5,FALSE,0,0,1,0,,0,0,0,0,0,1,1,,,,0,1,0,0,1,0
10934,Was the Incredibles released before Finding Nemo ?,2,1,1,0,7,http://dbpedia.org/resource/Dan_Otero,2,0,0,TRUE,0.5,TRUE,0.5,,1,1,,,1,,1,1,1,0,,,1,1,,1,1,1,
10939,Is Gutenberg neighbouring with Madiswil ?,2,1,1,0,9,http://dbpedia.org/resource/Utopian_and_dystopian_fiction,4,0,0,TRUE,0.5,FALSE,0,,1,1,,,1,,1,1,1,,,,1,1,1,,,,
10941,Daniel L D Granger and Job Durfee have based their political career in which US state ?,3,0,2,0,8,"http://dbpedia.org/resource/Westchester_Avenue,http://dbpedia.org/resource/The_Bronx",0,1.5,0,TRUE,0.5,TRUE,1,,0.5,0.5,,0,0.5,0.5,,,0.5,0.5,,,,0.5,0.5,0.5,,1,0
10954,"What is the hub airport of Pawan Hans, and is also the largest city of India ?",4,1,2,0,17,"http://dbpedia.org/resource/C++,http://dbpedia.org/resource/Microsoft_Windows",0,1.5,0.5,TRUE,1,TRUE,1,0,0.5,0,0,,0.5,,,0,0.5,0.5,0,,0,0,1,0,0,1,
10956,Was Nick Jonas a member of the Jonas Brothers ?,3,0,1,1,10,http://dbpedia.org/resource/Victor_Entertainment,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,0,1,,,1,1,0,,1,,
10957,Movie's produced by Michael Deeley has Jordan Cronenweth as director of photography ?,3,1,2,0,10,"http://dbpedia.org/resource/NOAAS_Davidson_(S_331),http://dbpedia.org/resource/Seattle",0,2.5,0.5,TRUE,1,TRUE,1,0.5,0.5,0.5,0.5,,1,0.5,,0.5,0.5,1,0.5,,,0.5,1,0.5,0.5,1,
10961,How many have been venerateds in Islam and Judaism ?,2,1,1,0,4,http://dbpedia.org/resource/Evraz,1,0,0,TRUE,0.5,TRUE,0.5,1,,,1,0,,,1,1,1,1,1,0,,1,1,1,1,1,0
10963,Is Amharic the official language of Ethiopia ?,2,1,1,0,7,http://dbpedia.org/resource/Panki_block,2,0,0,TRUE,0.5,FALSE,0,,1,0,,,0,,0,1,1,,,,1,0,,,1,,
10964,Which religion did both anupong paochinda and udit raj follow ?,2,1,1,0,5,http://dbpedia.org/resource/Liger,1,0,0,TRUE,0.5,TRUE,0.5,,,,,,0,,0,0,1,0,0,,,0,1,0,0,1,
10966,What is the television show whose cast members are Jeff Conaway and Jason Carter ?,3,1,2,0,8,"http://dbpedia.org/resource/The_Persian_Boy,http://dbpedia.org/resource/Michelangelo",0,2,0,TRUE,1,TRUE,0.5,0.5,1,1,,0.5,1,,,1,1,,,,0.5,0.5,,0,0.5,,
10968,Is God Save the Queen the national anthem of United Kingdom ?,3,1,1,1,9,http://dbpedia.org/resource/5.1_surround_sound,2,0,0.5,FALSE,0,FALSE,0,,,,,,,,,0,1,0,0,,,0,0,,0,,
10970,Was saddam hussein at the rank of Mushir ever ?,3,2,1,0,8,http://dbpedia.org/resource/Kelsey_Creek,2,0,0,TRUE,0.5,TRUE,0.5,,1,,,,,,1,1,1,1,,,,1,1,1,1,1,
10973,Is Giorgos Kaminis the mayor of Athens ?,5,2,2,1,16,"http://dbpedia.org/resource/Gary_Portnoy,http://dbpedia.org/resource/Frasier",0,1.5,0,TRUE,1,TRUE,1,0.5,1,0.5,,,1,,0.5,0.5,1,0.5,,,0.5,0.5,1,0.5,0.5,1,
10974,In which military conflict were Phm Vn ng and John McEwen commanders ?,3,1,1,1,7,http://dbpedia.org/resource/Joel_Schumacher,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
10975,Does Air 2000 fly to the north american continent ?,3,0,1,0,10,http://dbpedia.org/resource/Metro_Manila,2,0,0,FALSE,0,TRUE,0.5,,,,0,,,,,0,0,0,,,,0,1,,0,,
10978,Did Bob Dylan write the lyrics of the times they are a changin' ?,2,1,1,0,6,http://dbpedia.org/resource/Saumarez_(horse),1,0,0,FALSE,0,TRUE,0.5,,,,,,,0,0,,,,,,,0,0,0,0,1,
10980,What is the military unit whose command structures are United States Department of the Navy and United States Department of Defense ?,3,1,2,0,5,"http://dbpedia.org/resource/Compaq,http://dbpedia.org/resource/Software",0,1,0,TRUE,1,TRUE,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,1,,,0.5,0.5,,0.5,0.5,1,
10981,Is James Wong Howe the cinematographer of Behave Yourself ?,3,2,1,0,10,http://dbpedia.org/resource/Alabama,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,1,1,1,1,1,0,,1,1,,1,0,1,1,1,1
10986,Which athletics of Jaimatu Muslim Mindano is same as the genre of the Fritz Chess ?,3,0,2,0,12,"http://dbpedia.org/resource/FIS_Alpine_World_Ski_Championships_1950,http://dbpedia.org/resource/Colorado",0,2,0,FALSE,0.5,FALSE,0.5,0.5,,0.5,0.5,0,0.5,0.5,,0.5,0.5,0.5,0,,,0.5,0,0.5,0.5,1,0
10988,Is stephanie a female ?,4,1,1,1,13,http://dbpedia.org/resource/Aegean_Sea,2,0,0,TRUE,0.5,FALSE,0,,1,,,,1,1,,,1,1,,,,,0,,,,
10992,Who was on the boards of Freedom of the City and Royal Society ?,4,1,1,1,11,http://dbpedia.org/resource/John_Tory,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,0,,1,1,0,1,1,1,
10997,Which animator of the The Skeleton Dance is also the director of The Haunted House (1929 film) ?,4,2,1,1,16,http://dbpedia.org/resource/North_Caucasus_Railway,3,0,0,TRUE,0.5,FALSE,0,1,1,1,,,1,,,1,1,1,,,1,0,1,,1,,
11003,does the journal of cancer have the creative commons license ?,2,1,0,0,6,http://dbpedia.org/resource/Étienne_Biéler,2,0,0,FALSE,0,FALSE,0,,,,,,,,,,,0,,,,0,,,,,
11007,Does the San Macros River start in Texas ?,3,1,1,1,7,http://dbpedia.org/resource/London,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,1,0,1,1,1,1,1,1,1,0,,,0,1,1,1,0
11009,"Which music band made Take Me There, and to which Tedd Riley was associated ?",2,1,1,0,8,http://dbpedia.org/resource/Muhammad_Yunus,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,0,1,1,1,1,1,0,,,1,1,1,1,1,1,0
11010,Does Silver Airways have a hub at the Washington Dulles International Airport ?,4,2,1,1,10,http://dbpedia.org/resource/Los_Angeles_Kings,2,0,0,FALSE,0,FALSE,0,1,1,1,,0,1,,,1,1,1,,,,0,0,,1,,
11017,Was Apollo 11 a mission of Niel Armstrong ?,4,2,1,1,9,http://dbpedia.org/resource/Thomas_Helwys,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,,0,,1,1,0,1,1,1,
11019,Did Paul Weatherwax an editor of Behave Yourself ?,2,1,1,0,7,http://dbpedia.org/resource/Tom_Perriello,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,,,1,1,0,1,1,1,
11023,Does Ronaldinho play in the brazil's under 23 team ?,4,1,1,1,14,http://dbpedia.org/resource/Queer_as_Folk_(UK_TV_series),3,0,0,FALSE,0,FALSE,0,,0,,,,,,,0,0,0,0,,0,0,0,,,,
11026,"Name the common architecture of the Grand Serail of Aleppo and Shaheed Minar, Kolkata ?",3,0,2,0,11,"http://dbpedia.org/resource/Chimera_of_Arezzo,http://dbpedia.org/resource/National_Archaeological_Museum_(Florence)",0,3.5,0.5,TRUE,1,FALSE,0.5,0,0.5,0,0,0,0.5,0,,0,0.5,1,,,,0,0.5,0,0,1,0
11031,Was Robert Burns from the Romanticist School of thought ?,2,1,1,0,9,http://dbpedia.org/resource/Dalma_Kovács,2,0,0,FALSE,0,TRUE,0.5,,,0,,,0,,1,0,0,,0,,,1,0,1,,,
11035,Which program was on NBC network with executive producer as Glen and Les Charles ?,3,1,2,0,14,"http://dbpedia.org/resource/Mathura–Vadodara_Section,http://dbpedia.org/resource/Vadodara_Junction_railway_station",0,2.5,0,FALSE,0,FALSE,0,0,0.5,0,0,0,0,,,0,0.5,0.5,,0,0,,0.5,,,,
11036,Is the book The Buddha and his Dhamma a book about Buddhism ?,4,2,2,0,21,"http://dbpedia.org/resource/Battle_of_Fort_Stephenson,http://dbpedia.org/resource/Battle_of_the_Thames",0,4,0,TRUE,1,FALSE,0,0,1,0,0,0,0,,,0,1,1,,,0,0,1,0,0,,
11037,Who is the person opposed  by Tom McLaury and Ike Clanton ?,2,1,1,0,8,http://dbpedia.org/resource/Battle_of_Brownstown,3,0,0,TRUE,0.5,FALSE,0,0,1,0,,,0,,0,,1,1,0,,,0,0,,,,
11040,Who is known for are War of 1812 and Battle of the Thames ?,4,2,1,1,9,http://dbpedia.org/resource/Malaysian_Chinese_Association,3,0,0,TRUE,0.5,FALSE,0,1,1,1,,,1,,,1,1,1,,,1,1,1,0,1,,
11045,Who voiced in Peanuts Motion Comics and The Peanuts Movie ?,3,1,1,0,7,http://dbpedia.org/resource/Diplomacy,1,0,0,FALSE,0,FALSE,0,,,,,,,,,,1,0,,,,,0,,,,
11046,Is Rain Over me in the planet pit album ?,4,2,1,1,9,http://dbpedia.org/resource/Rob_Pike,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,
11050,Was Liliya Lobanova born in Ukraine ?,2,1,1,0,8,http://dbpedia.org/resource/Peter_Thorneycroft,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,1,1,1,0,1,,1,1,1,1,1,1,
11053,What is the political party of Arun Chandra Guha and Indira Gandhi ?,2,1,1,0,7,http://dbpedia.org/resource/Jim_Harris_(entrepreneur),2,0,0,FALSE,0,TRUE,0.5,1,0,1,,,0,,1,1,0,0,0,,1,1,0,1,1,1,
11056,Was His New Job edited by Charlie Chaplin ?,3,2,1,0,15,"http://dbpedia.org/resource/Denton_County,_Texas",3,0,0,TRUE,0.5,FALSE,0,1,1,1,0,0,1,1,,1,0,1,,,1,0,1,1,1,1,0
11058,Which cover artist of the The Adventures of Tom Sawyer also the source of inspiration of The Appple Tree ?,2,0,1,0,2,http://dbpedia.org/resource/Chicago_Bulls,0,0,0,FALSE,0,TRUE,0.5,,,,,,,,,,0,,,,,,,,,,
11059,In which common territory did Sino French war and the Tonkin campaign take place ?,3,0,1,0,9,http://dbpedia.org/resource/Main_Course,2,0,0,TRUE,0.5,TRUE,0.5,0,,0,,,1,,,0,1,0,,,,0,1,,,,
11063,Is the song Only the Good Die Young from The Stranger ?,4,2,2,0,13,"http://dbpedia.org/resource/Jerry_Seinfeld,http://dbpedia.org/resource/Larry_David",0,2,0,TRUE,1,TRUE,1,1,1,1,0,0,1,,1,1,1,1,0.5,0,1,1,0,1,1,1,0
11068,Is Angola Avante the anthem of Angola ?,3,0,1,0,14,http://dbpedia.org/resource/Rodrigues,1,0,0,TRUE,0.5,TRUE,0.5,1,,1,,0,1,,1,1,1,0,1,,,1,0,1,1,1,0
11069,"Is the Providence Chapel, Charlwood made in New English style of architecture ?",4,2,2,0,12,"http://dbpedia.org/resource/Bogdanuša,http://dbpedia.org/resource/Upper_Neretva",0,1,0,FALSE,0.5,TRUE,1,0.5,0,0.5,,0.5,0.5,,0,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,1,1
11071,Is Tenzing Norgay  the first person to scale Mt. Everest ?,2,1,1,0,9,http://dbpedia.org/resource/Charles_Drummond_Ellis,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,0,1,1,1,,0,1,1,,1,1,1,1
11072,In which country can I find the State Academic Opera and Ballet Theater and Baku Puppet Theatre ?,2,1,1,0,8,http://dbpedia.org/resource/Not_on_Our_Watch_(organization),4,0,0,FALSE,0,FALSE,0,0,1,0,,0,0,,0,0,0,,0,,0,,0,,,,
11073,"What band was Afrika Baby Bam a part of, and often performed with Q Tip ?",2,1,1,0,8,http://dbpedia.org/resource/Mount_Hoffmann,2,0,0,TRUE,0.5,TRUE,0.5,,1,1,0,0,1,,1,1,1,1,,0,1,1,1,0,1,1,0
11076,"Was Ne Daj Se, Nina first aired in Croatia ?",5,2,2,1,14,"http://dbpedia.org/resource/John_McEwen,http://dbpedia.org/resource/Phạm_Văn_Đồng",0,1,0,TRUE,0.5,TRUE,1,0.5,0.5,0.5,0.5,,0.5,,0.5,0.5,0.5,0,0.5,,0.5,0.5,0.5,0.5,0.5,1,
11081,Give me the count of newspaper whose language is Sweedish and headquartered at stockholm ?,4,2,1,1,14,http://dbpedia.org/resource/Caspian_Sea,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,1,1,1,1,,,,1,1,1,1,1,1,
11084,Who worked at  A Goon's Deed in a Weary World and CBS ?,4,2,1,1,20,http://dbpedia.org/resource/Catarina_Lindgren,2,0,0,TRUE,0.5,TRUE,0.5,,1,,1,,0,,1,1,1,1,1,,1,1,1,1,1,1,1
11086,Ford Air Transport Service and Falcon cobra are both owned by which company ?,2,1,1,0,7,http://dbpedia.org/resource/John_of_Damascus,3,0,0,TRUE,0.5,FALSE,0,0,1,0,0,,0,,1,1,1,1,,,1,0,1,0,1,1,0
11090,Did Umkhonto we Sizwe had Nelson Mandela as a commander ?,4,1,1,1,16,http://dbpedia.org/resource/West_Berkshire_Council,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,0,,,1,1,1,,,1,1,1,1,1,1,1
11091,Whichlocation city of the Denver Broncos is the palce of birth of Steven Clark Cunningham ?,3,1,2,0,13,"http://dbpedia.org/resource/Early_in_the_Morning_and_Late_at_Night,http://dbpedia.org/resource/Hank_Williams_Jr.",0,5.5,0.5,TRUE,1,FALSE,0.5,0,1,0,,0,0,,0,0,1,0.5,,,0,0,0,0,0,1,
11093,Which vice president of Warren G. Harsing is also the president of Evans Hughes ?,3,1,2,0,7,"http://dbpedia.org/resource/Pixar,http://dbpedia.org/resource/Pixar_Canada",0,1.5,0,TRUE,0.5,TRUE,1,0.5,0.5,0.5,,0.5,1,0.5,,0.5,0.5,1,,,0.5,0.5,0.5,0.5,0.5,1,0.5
11095,What city is it where Wayne Allard governs and Juli Ashton was born ?,4,2,1,1,11,http://dbpedia.org/resource/Indian_Standard_Time,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,,,1,0,,,1,1,0,1,0,,
11097,Name the kingdom with currency Solidus (coin) and administrative headquarters in Nicomedia ?,4,2,1,1,9,http://dbpedia.org/resource/English_language,1,0,0,FALSE,0,TRUE,0.5,,,0,,,1,,0,0,1,0,,,,0,1,0,0,,
11098,Is the assembly of tofa ahin ethopia ?,2,1,1,0,8,http://dbpedia.org/resource/David_Isaacs_(writer),2,0,0,FALSE,0,TRUE,0.5,1,1,1,0,,1,,1,1,0,,0,0,1,1,0,1,1,1,
11099,Do Ctenochaetus Binotatus lie in the cActinopterygii class ?,3,1,1,1,8,http://dbpedia.org/resource/Tirana,1,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
11102,Does Stanley Cavell study Shakespeare ?,4,1,1,1,12,http://dbpedia.org/resource/WCW_Mayhem,2,0,0,TRUE,0.5,FALSE,0,,1,,,0,1,,,,0,1,,,,0,0,,,,
11106,Name the office holder with associate as Marcus Calpurnius Bibulus and has a kid named Augustus ?,3,0,2,0,11,"http://dbpedia.org/resource/Army_Air_Corps_(United_Kingdom),http://dbpedia.org/resource/Iraq",0,2,0,FALSE,0.5,TRUE,1,0.5,0,0.5,0.5,,0.5,,,0,0,0.5,,0,,0.5,0.5,0.5,0,1,0
11108,Is fox belong to the phylum of Chordate ?,3,1,1,0,13,http://dbpedia.org/resource/Fred_Hoiberg,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,1,
11109,Does Abdelhameed Amarri currently play for Khartoum ?,3,1,1,0,14,http://dbpedia.org/resource/Battle_of_the_Bulge,4,0,0,TRUE,0.5,FALSE,0,,1,,,0,,,,0,1,0,0,,0,0,1,,,,
11110,List TV shows with producer as Erik Bork and company is DreamWorks Television ?,3,0,2,0,8,"http://dbpedia.org/resource/Czechoslovakia,http://dbpedia.org/resource/Truth_prevails",0,1.5,0,TRUE,1,TRUE,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,1,0.5,1,,,0.5,0.5,1,0.5,1,1,
11117,What is the ideology of the Union of Cambodian Democrats which is also the ideology of Palang Dharma Party ?,2,1,1,0,17,http://dbpedia.org/resource/Swimming_at_the_2008_Summer_Olympics_–_Men's_400_metre_individual_medley,5,0,0,FALSE,0,FALSE,0,,0,0,,,0,,,,0,0,,,0,0,0,0,0,,
11119,"Does the white river flow into the connecticut river{u'_id': u'97e02dcf44aa43c1b7cc7a7c155b118f', ?",2,0,1,0,9,http://dbpedia.org/resource/Newell's_Old_Boys,3,0,0,TRUE,0.5,TRUE,0.5,,1,,,1,0,,1,1,0,1,,,1,0,0,0,1,1,0
11123,Does mumbai manage the railway line going to the daund railway junction ?,3,1,2,0,10,"http://dbpedia.org/resource/Little_Colorado_River,http://dbpedia.org/resource/Grand_Canyon",0,2.5,0,TRUE,1,FALSE,0.5,0.5,1,0.5,,0,0.5,0,,0.5,1,1,,,,0.5,0.5,0.5,,1,0
11129,Is Lieutenant general (United States) the superintendent of United States Air Force Academy ?,4,2,2,0,14,"http://dbpedia.org/resource/Jack_McGregor,http://dbpedia.org/resource/Donn_Barber",0,2,0,TRUE,1,TRUE,0.5,1,1,1,,0,1,,1,1,1,1,,,1,0.5,0.5,0.5,1,1,0
11132,Is Lyndon bridge a kind of Truss bridge ?,3,2,1,0,13,http://dbpedia.org/resource/Royal_Thai_Army,3,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,1,1,,,1,1,1,,,1,1,1,1,1,1,1
11138,Which school of jack mcGregor attend which was also the training center of William Anthony ?,3,2,1,0,9,http://dbpedia.org/resource/White_Plum_Asanga,3,0,0,TRUE,0.5,TRUE,0.5,0,,,,1,1,,1,0,0,0,,,,1,,,1,,
11139,"What is the university to which Erica Frank went, and where Ivan Toplak was a club manager ?",2,1,1,0,7,http://dbpedia.org/resource/East_Tilbury,2,0,0,TRUE,0.5,TRUE,0.5,1,1,1,,,1,,,1,1,1,,,1,1,1,,1,,
11142,Does the north carolina highway 280 end in Arden ?,2,1,1,0,11,http://dbpedia.org/resource/Kennedy_family,2,0,0,TRUE,0.5,FALSE,0,1,1,1,0,0,1,,1,1,1,,1,0,,0,1,0,0,1,0
11145,"Name the writer whose one of the notable work is Adventures of Huckleberry Finn and died in Redding, Connecticut ?",4,2,2,0,11,"http://dbpedia.org/resource/Board_game,http://dbpedia.org/resource/Mind_sport",0,1.5,0,TRUE,0.5,FALSE,0,,,,,,0.5,,,,0.5,0.5,,,,,0.5,,,,
11148,Was Johnny Depp a member of Skull Gang ?,3,0,2,0,6,"http://dbpedia.org/resource/Gümüş_(TV_series),http://dbpedia.org/resource/Albania",0,0.5,0,FALSE,0.5,TRUE,1,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,,0.5,0.5,1,0.5
11151,Who is the owner of  Latvian Wikipedia and Wiktionary ?,4,2,1,1,9,http://dbpedia.org/resource/United_States,1,0,0,FALSE,0,TRUE,0.5,,,,1,,,,0,,,0,0,0,,0,1,0,0,1,0
11154,"What nation is Hornito located in, where Jamie Bateman Cayn died too ?",3,1,1,1,6,http://dbpedia.org/resource/Human,1,0,0,TRUE,0.5,FALSE,0,,,0,,,0,,0,0,1,,0,,,,1,,0,,
