,Questions,LableUri,LabelName,Label WordCount,Explicit,disambiguationClass,CLSNLIOD
800,List all binomial authority of the insects whose one of the  binomial authority is douard Mntries,0,0,0,0,0.0,0.0
801,In which state is Red Willow Creek,0,0,0,0,0.0,0.0
802,Name the resting place of Fazlur Rahman Khan,0,0,0,0,0.0,0.0
803,Count all the places where companies located in Ontario operate.,0,0,0,0,0.0,0.0
805,What is the district of Methodist Central Hall Westminster,0,0,0,0,0.0,0.0
806,Does Jean Louis Arcand work for Geneva,0,0,0,0,0.0,0.0
807,How many religions are followed amongst the people who've worked in the Korean army,0,0,0,0,0.0,0.0
808,List the people died in Hyderabad and are a member of political party,0,0,0,0,0.0,0.0
810,Is Esther Alder the mayor of Geneva,0,0,0,0,0.0,0.0
812,Where does the Jerusalem Institute of Justice render their services,0,0,0,0,0.0,0.0
813,Which political party got elected in First Legislative Assembly of Uttar Pradesh,0,0,0,0,0.0,0.0
816,Which bands are associated to David Paton,0,0,0,0,0.0,0.0
817,Where does Kafue and Shire river flow into,0,0,0,0,0.0,0.0
818,Who is the president when Loretta Ucelli used to work for Democratic party,0,0,0,0,0.0,0.0
819,was Charlemagne canonized by antipope pachal 3,0,0,0,0,0.0,0.0
820,What are the players whose former teams are Carolina Panthers and Indianapolis Colts,0,0,0,0,0.0,0.0
821,Is Akan spoken in Ghana,0,0,0,0,0.0,0.0
822,How many basketball players studied in the Midland College,http://dbpedia.org/ontology/BasketballPlayer,basketball player,2,1,0.0,0.0
824,Is Liang Chow the headcoach of Shawn Johnson,0,0,0,0,0.0,0.0
825,What ethinicity of Linda Hogan is also the state of origin of Holmes Colbert,0,0,0,0,0.0,0.0
827,Where did Steve Romeo dies,0,0,0,0,0.0,0.0
828,"Of the sports commonly played at Islamic Azad Uni, tehran, which one does Jon Speelman play",0,0,0,0,0.0,0.0
829,What is the government type of Ancient Rome,0,0,0,0,0.0,0.0
830,Who are the animator of The Skeleton Dance,0,0,0,0,0.0,0.0
832,What is the common country of Ganz UV and Balaton wine region,0,0,0,0,0.0,0.0
833,What organization is the parent of Greenpeace Nordic,0,0,0,0,0.0,0.0
835,Which destination of the Novair International Airways is also the  predecessor of the Chevrolet Caprice,0,0,0,0,0.0,0.0
838,How many people have been trained in an institute located in California,0,0,0,0,0.0,0.0
839,Which composer subsequent work of Moondog Matinee and also composed The TImes They are A changin,0,0,0,0,0.0,0.0
840,Name whose youth club was FC Barcelona,0,0,0,0,0.0,0.0
841,What is the citizenship of Erastus Wiman,0,0,0,0,0.0,0.0
842,Does the Amazon River start in Arequipa Region,0,0,0,0,0.0,0.0
843,Which is the nearest city to Elliott Bay,0,0,0,0,0.0,0.0
845,Which football teams is Shahid Khan proprietor to,0,0,0,0,0.0,0.0
846,How many cities are around the sea in which the the fig tree bay meets,http://dbpedia.org/ontology/Sea,sea,1,1,0.0,0.0
847,What are all the prizes won by the writer of A Grand Day Out,0,0,0,0,0.0,0.0
848,Count the number of families of the Animal kingdom.,0,0,0,0,0.0,0.0
852,Did Trish Stratus train Christina Crawford,0,0,0,0,0.0,0.0
853,Who is the writer of the Cavalcade of America and The United States Steel Hour,0,0,0,0,0.0,0.0
854,Count the total religions followed by the ones living in England.,0,0,0,0,0.0,0.0
855,Name the cover artist of the adventure of Tom sawyer,0,0,0,0,0.0,0.0
856,Which river flows through both eastern and western washington,0,0,0,0,0.0,0.0
859,Which home stadium of 2011-12 FC Spartak Moscow season is also the location of birth of the Svetlana Gounkina,0,0,0,0,0.0,0.0
860,Who is the former partner of Chris Knierim,0,0,0,0,0.0,0.0
861,"How many different pole drivers are there, of the GPs when Renault was the first team",0,0,0,0,0.0,0.0
863,Name the parent company of  Ford Air Transport Service,0,0,0,0,0.0,0.0
864,How many people have worked in the band one of whose current member is Hynief,0,0,0,0,0.0,0.0
865,Does Mt St. Peter Churt follow the architectural style of art deco,0,0,0,0,0.0,0.0
866,King crimson has been recorded in which places,0,0,0,0,0.0,0.0
867,Is william doyle the chairman of Georgetown university,0,0,0,0,0.0,0.0
868,Count me all the video game distributor whose parent company is Warner Bros,http://dbpedia.org/ontology/VideoGame,video game,2,1,0.0,0.0
869,Was Elizabeth Ann Seton canonized by Pope Paul VI,0,0,0,0,0.0,0.0
870,Is Sao Paulo the largest city of Brazil,0,0,0,0,0.0,0.0
871,Does Ford own the Ford Kansas Assembly plant,0,0,0,0,0.0,0.0
872,Was David Gilmour a former member of Pink Floyd,0,0,0,0,0.0,0.0
873,Which ppolitical party of Yashpal Kapur is also the owner of National Herald,0,0,0,0,0.0,0.0
874,Name the sstadium of 2015 Pro Duta FC season,0,0,0,0,0.0,0.0
875,What awards have been given to citizens of the Ottoman Empire,0,0,0,0,0.0,0.0
878,Does the Utah State Route 162 end at Colorado,0,0,0,0,0.0,0.0
879,Is jim harbaugh currently in the Michigan Wolverines,0,0,0,0,0.0,0.0
880,"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM",0,0,0,0,0.0,0.0
882,Was christina crawford trained by Booker T,0,0,0,0,0.0,0.0
883,In how many places has Garbage recorded their songs,0,0,0,0,0.0,0.0
884,What award was won by executive producer of Shaun the Sheep,0,0,0,0,0.0,0.0
886,Which driver had the pole position in 1994 Spanish Grand Prix,0,0,0,0,0.0,0.0
887,How many different religions have economists followed,0,0,0,0,0.0,0.0
888,What is the automobile platform of Chiva bus,0,0,0,0,0.0,0.0
889,What borders siberia,0,0,0,0,0.0,0.0
890,How many had their debut team coached by Chip Kelly,0,0,0,0,0.0,0.0
891,Did John Byrne create Emma Frost,0,0,0,0,0.0,0.0
893,"Who was the coach of marquette Golden Eagles men's basketball team-2012,13 season",0,0,0,0,0.0,0.0
894,What made Jon Speelman and Eric Schiller famous,0,0,0,0,0.0,0.0
895,Which manufacturer of the Boeing B-17 Flying fortress is the manager of burro Flats Painted Caves,0,0,0,0,0.0,0.0
896,How many people currently play for Stoke City F.C.,0,0,0,0,0.0,0.0
897,In how many different places can I find companies which were founded in toronto,0,0,0,0,0.0,0.0
898,How many organizations own the website to which Jimmy Wales contributes,0,0,0,0,0.0,0.0
900,Through how many cities does the river flowing into Arkansas go,0,0,0,0,0.0,0.0
901,who are the managers of england national under 20 football team,0,0,0,0,0.0,0.0
902,Did Jim Kiick do his highschool in New Jersey,0,0,0,0,0.0,0.0
904,Was the song The Boy is Mine recorded in Atlanta,0,0,0,0,0.0,0.0
905,How many things do bridges designed by the UEM group go over,0,0,0,0,0.0,0.0
907,Which movies' music is composed by people associated with the band Yes,http://dbpedia.org/ontology/Film,movie,1,0,0.0,0.0
908,What is the death place of the Marina Pankova and Viktor Ulyanich,0,0,0,0,0.0,0.0
909,What famous work is derived from the one whose lyrics are written by Inma Gonzales,0,0,0,0,0.0,0.0
910,How many services are there of the companies whose services is Web hosting service,0,0,0,0,0.0,0.0
911,By which university is the literary magazine named Stone Canoe published,0,0,0,0,0.0,0.0
912,How many politicians are in the militia,0,0,0,0,0.0,0.0
914,Some movies whose screenplay is done by american born people,0,0,0,0,0.0,0.0
915,Who is the narrator of The Price of Beauty,0,0,0,0,0.0,0.0
916,Enumerate all those who are in the Board of companies founded in New York,0,0,0,0,0.0,0.0
917,Who did Bruce Bochy play for,0,0,0,0,0.0,0.0
918,Was Michael Schumacher a pole driver in the 1999 GP,0,0,0,0,0.0,0.0
919,How many universities participate in the NCAA Division I Football Bowl Subdivision,0,0,0,0,0.0,0.0
920,How many religion's people have died in Malaysia,0,0,0,0,0.0,0.0
921,How many people have managed a club which owns the Riverside Stadium,0,0,0,0,0.0,0.0
922,How many other wine region are there of the grapes whose one of the wine region is Michigan,0,0,0,0,0.0,0.0
923,To which families does the Koolakamba belong,0,0,0,0,0.0,0.0
924,How many awards have screenwriters won,0,0,0,0,0.0,0.0
925,List the countries through which European rout E39 and E8 passes,0,0,0,0,0.0,0.0
926,How many people work at the FBI,0,0,0,0,0.0,0.0
927,Count the nearest city to the historic palce whose one of the nearest city is Wisconsin,0,0,0,0,0.0,0.0
928,What is the airline company has its headquarters in Dublin Airport,0,0,0,0,0.0,0.0
929,What are some orthonychidae birds,0,0,0,0,0.0,0.0
930,Is Dave Schulz a band member of Berlin,0,0,0,0,0.0,0.0
931,Does MSX BASIC have a license of microsoft,0,0,0,0,0.0,0.0
934,Was the Incredibles released before Finding Nemo,0,0,0,0,0.0,0.0
935,How many thesis were supervised by Ernest Rutherford,0,0,0,0,0.0,0.0
937,What are the last two studio albums of Moondog Matinee,0,0,0,0,0.0,0.0
938,How many people currently play for the NYC FC,0,0,0,0,0.0,0.0
939,Is Gutenberg neighbouring with Madiswil,0,0,0,0,0.0,0.0
940,What is the total number of writers whose singles are recorded in Miami,0,0,0,0,0.0,0.0
941,Daniel L D Granger and Job Durfee have based their political career in which US state,0,0,0,0,0.0,0.0
942,Who are the employer of Don R. Berlin,0,0,0,0,0.0,0.0
943,How many different mascots are there of the NCAA teams,0,0,0,0,0.0,0.0
945,How many home stadiums are there of the seasons whose chairman in Merritt Paulson,0,0,0,0,0.0,0.0
946,Give me the count of all the names of characters created by Frank Miller,0,0,0,0,0.0,0.0
948,List the companies operating in Australia,0,0,0,0,0.0,0.0
949,"What all are in the states whose anthem is Ja, vi esker dette landet",0,0,0,0,0.0,0.0
950,Which country are the players of the Atletico Petroleos de Luanda from,0,0,0,0,0.0,0.0
951,Who owns the ford kansas assembly plant,0,0,0,0,0.0,0.0
954,"What is the hub airport of Pawan Hans, and is also the largest city of India",0,0,0,0,0.0,0.0
955,Name the source of Raa,0,0,0,0,0.0,0.0
956,Was Nick Jonas a member of the Jonas Brothers,0,0,0,0,0.0,0.0
958,Which cities have the river one of whose Tributary is the Missouri's big spring,http://dbpedia.org/ontology/River,river,1,1,0.0,0.0
960,return some  players who have played in the NBA,0,0,0,0,0.0,0.0
961,How many have been venerateds in Islam and Judaism,0,0,0,0,0.0,0.0
963,Is Amharic the official language of Ethiopia,0,0,0,0,0.0,0.0
964,Which religion did both anupong paochinda and udit raj follow,0,0,0,0,0.0,0.0
965,What is the source country of reg Lake,0,0,0,0,0.0,0.0
967,The successor of Ellsworth Bunker belongs to which religion,0,0,0,0,0.0,0.0
968,Is God Save the Queen the national anthem of United Kingdom,0,0,0,0,0.0,0.0
969,GetTV is owned by which organisation,0,0,0,0,0.0,0.0
970,Was saddam hussein at the rank of Mushir ever,0,0,0,0,0.0,0.0
971,How many factions were involved in the battles fought by Arthur St. Clair,0,0,0,0,0.0,0.0
972,List borders of the admin region bordering Arctic ocean,0,0,0,0,0.0,0.0
973,Is Giorgos Kaminis the mayor of Athens,0,0,0,0,0.0,0.0
975,Does Air 2000 fly to the north american continent,0,0,0,0,0.0,0.0
976,How many players debuted their careers from San Francisco 49ers,0,0,0,0,0.0,0.0
978,Did Bob Dylan write the lyrics of the times they are a changin',0,0,0,0,0.0,0.0
979,How many saints have been venerated in Judaism,http://dbpedia.org/ontology/Saint,saint,1,1,0.0,0.0
981,Is James Wong Howe the cinematographer of Behave Yourself,0,0,0,0,0.0,0.0
982,What awards have the alumni of Academy of Fine Arts in Lodz achieved,0,0,0,0,0.0,0.0
983,How many TV shows are of the company which are of company which is a subsidiary of Big  Ticket Entertainment,0,0,0,0,0.0,0.0
984,Which are the predecessor of Chevrolet Caprice,0,0,0,0,0.0,0.0
985,Name the sports played by Fr. Agnel Multipurpose School and Junior College,0,0,0,0,0.0,0.0
986,Which athletics of Jaimatu Muslim Mindano is same as the genre of the Fritz Chess,0,0,0,0,0.0,0.0
988,Is stephanie a female,0,0,0,0,0.0,0.0
990,Count the number of religions followed by BJP members.,0,0,0,0,0.0,0.0
991,How many people have been the head coach for Middlesbrough FC,0,0,0,0,0.0,0.0
992,Who was on the boards of Freedom of the City and Royal Society,0,0,0,0,0.0,0.0
994,What is the almamater of the president whose vice president was Enrique Jos Varona,0,0,0,0,0.0,0.0
995,"What is the architecture of First National Bank and Trust Building (Lima, Ohio)",0,0,0,0,0.0,0.0
996,In which states does the river flow whose left tributary is Toms Creek,0,0,0,0,0.0,0.0
997,Which animator of the The Skeleton Dance is also the director of The Haunted House (1929 film),0,0,0,0,0.0,0.0
998,How many people won the Gold Medal of the Royal Astronomical Society,0,0,0,0,0.0,0.0
999,Stockholm is the HQ of how many things,0,0,0,0,0.0,0.0
1000,With whom were the engagements of Alpine Brigade Taurinense,0,0,0,0,0.0,0.0
1001,In how many different places have US people died,0,0,0,0,0.0,0.0
1002,What is the state of origin of Abbas Jafri,0,0,0,0,0.0,0.0
1003,does the journal of cancer have the creative commons license,0,0,0,0,0.0,0.0
1004,Terry Pratchett has written about how many topics,0,0,0,0,0.0,0.0
1006,Who are the associated musical artist of the  artists of band Shorty Rogers,0,0,0,0,0.0,0.0
1007,Does the San Macros River start in Texas,0,0,0,0,0.0,0.0
1008,Which university's graduates have worked in the Quartermaster corps,0,0,0,0,0.0,0.0
1009,"Which music band made Take Me There, and to which Tedd Riley was associated",0,0,0,0,0.0,0.0
1010,Does Silver Airways have a hub at the Washington Dulles International Airport,0,0,0,0,0.0,0.0
1011,What is the profession of William Luther Hill,0,0,0,0,0.0,0.0
1013,What is the serving railway line of Rostov-Glavny,0,0,0,0,0.0,0.0
1015,Tell me the number of writers whose works have been recorded in Criteria Studios,0,0,0,0,0.0,0.0
1017,Was Apollo 11 a mission of Niel Armstrong,0,0,0,0,0.0,0.0
1019,Did Paul Weatherwax an editor of Behave Yourself,0,0,0,0,0.0,0.0
1020,What ingredients are used in preparing the dish of Ragout fin,0,0,0,0,0.0,0.0
1021,How many television shows are broadcasted on Fox Broadcasting Company,0,0,0,0,0.0,0.0
1022,Where Everybody knows you is the theme album of which show,0,0,0,0,0.0,0.0
1023,Does Ronaldinho play in the brazil's under 23 team,0,0,0,0,0.0,0.0
1024,How many movies were directed by the graduate of Burbank High School,http://dbpedia.org/ontology/Film,movie,1,0,0.0,0.0
1025,"What is on the border of the places which fall under crook county municipality, oregon",0,0,0,0,0.0,0.0
1026,"Name the common architecture of the Grand Serail of Aleppo and Shaheed Minar, Kolkata",0,0,0,0,0.0,0.0
1027,Who edited Easy street,0,0,0,0,0.0,0.0
1028,Name everyone working for a company owned by Roman Abramovich.,0,0,0,0,0.0,0.0
1029,Where does the river begin whose left tributary is Krapanski Potok,0,0,0,0,0.0,0.0
1030,How many people have coached the players of Middlesbrough FC,0,0,0,0,0.0,0.0
1031,Was Robert Burns from the Romanticist School of thought,0,0,0,0,0.0,0.0
1032,Count the number of region of AN/FSQ-7 Combat Direction Central,0,0,0,0,0.0,0.0
1033,Give me a count of the services by the company which provides Data center as the services,0,0,0,0,0.0,0.0
1035,Which program was on NBC network with executive producer as Glen and Les Charles,0,0,0,0,0.0,0.0
1036,Is the book The Buddha and his Dhamma a book about Buddhism,0,0,0,0,0.0,0.0
1038,Who all have developed a cross platform software,0,0,0,0,0.0,0.0
1039,Who attended Great Ayton university,0,0,0,0,0.0,0.0
1040,Who is known for are War of 1812 and Battle of the Thames,0,0,0,0,0.0,0.0
1041,Count everything garrisoned at the pentagon,0,0,0,0,0.0,0.0
1042,How many rivers end in the Indian Ocean,http://dbpedia.org/ontology/River,river,1,1,0.0,0.0
1044,Find the total number of tenants of the stadium whose tenants was Toronto Marlies,0,0,0,0,0.0,0.0
1045,Who voiced in Peanuts Motion Comics and The Peanuts Movie,0,0,0,0,0.0,0.0
1046,Is Rain Over me in the planet pit album,0,0,0,0,0.0,0.0
1047,What is the total number of other restingplace of the politicians whose one of the restingplace is East Norwalk Historical Cemetery,0,0,0,0,0.0,0.0
1048,Count the total number of conflicts people who were part of conflict in afghanisthan,0,0,0,0,0.0,0.0
1050,Was Liliya Lobanova born in Ukraine,0,0,0,0,0.0,0.0
1051,Where was Sino-French War fought,0,0,0,0,0.0,0.0
1053,What is the political party of Arun Chandra Guha and Indira Gandhi,0,0,0,0,0.0,0.0
1054,How many bacterias are there whose division is Firmicutes,http://dbpedia.org/ontology/Bacteria,bacteria,1,1,0.0,0.0
1055,List things developed by Autoconf,0,0,0,0,0.0,0.0
1056,Was His New Job edited by Charlie Chaplin,0,0,0,0,0.0,0.0
1058,Which cover artist of the The Adventures of Tom Sawyer also the source of inspiration of The Appple Tree,0,0,0,0,0.0,0.0
1059,In which common territory did Sino French war and the Tonkin campaign take place,0,0,0,0,0.0,0.0
1060,In which state is Colemanville Covered Bridge located,0,0,0,0,0.0,0.0
1061,How many characters were made by Paul Dini,0,0,0,0,0.0,0.0
1062,What is the religion of the relatives of Ananda Weerasekara,0,0,0,0,0.0,0.0
1063,Is the song Only the Good Die Young from The Stranger,0,0,0,0,0.0,0.0
1065,What is the total number of other non-fiction subject of the books whose one of the subject is Racism,0,0,0,0,0.0,0.0
1068,Is Angola Avante the anthem of Angola,0,0,0,0,0.0,0.0
1069,"Is the Providence Chapel, Charlwood made in New English style of architecture",0,0,0,0,0.0,0.0
1070,"What is the river whose origin is North-Western Province, Zambia",0,0,0,0,0.0,0.0
1071,Is Tenzing Norgay  the first person to scale Mt. Everest,0,0,0,0,0.0,0.0
1073,"What band was Afrika Baby Bam a part of, and often performed with Q Tip",0,0,0,0,0.0,0.0
1074,Count the water bodies that flow into the North Sea,0,0,0,0,0.0,0.0
1076,"Was Ne Daj Se, Nina first aired in Croatia",0,0,0,0,0.0,0.0
1077,What is the military rank of the important commander of Peruvian Army,0,0,0,0,0.0,0.0
1079,Name the writer of South Park: The Stick of Truth,0,0,0,0,0.0,0.0
1080,Who is the authority of Maine School of Science and Mathematics,0,0,0,0,0.0,0.0
1081,Give me the count of newspaper whose language is Sweedish and headquartered at stockholm,0,0,0,0,0.0,0.0
1082,In how many places are the companies founded in Canada operating,0,0,0,0,0.0,0.0
1083,How many titles have been won by the beauty queens which had brown hair,0,0,0,0,0.0,0.0
1084,Who worked at  A Goon's Deed in a Weary World and CBS,0,0,0,0,0.0,0.0
1085,How many things are manufactured by the company whose subsidiary is Sony Corporation shareholders and subsidiaries,0,0,0,0,0.0,0.0
1086,Ford Air Transport Service and Falcon cobra are both owned by which company,0,0,0,0,0.0,0.0
1087,Which continents can be reached by flight companies available on Gatwick Airport,0,0,0,0,0.0,0.0
1089,Who is the head coach of 2009-10 Middlesbrough F.C. season,0,0,0,0,0.0,0.0
1090,Did Umkhonto we Sizwe had Nelson Mandela as a commander,0,0,0,0,0.0,0.0
1091,Whichlocation city of the Denver Broncos is the palce of birth of Steven Clark Cunningham,0,0,0,0,0.0,0.0
1092,How many venues are located in the US,0,0,0,0,0.0,0.0
1093,Which vice president of Warren G. Harsing is also the president of Evans Hughes,0,0,0,0,0.0,0.0
1094,Count all those whose youthclub performed at the 14-15 La Liga,0,0,0,0,0.0,0.0
1095,What city is it where Wayne Allard governs and Juli Ashton was born,0,0,0,0,0.0,0.0
1096,Count the number of broadcast area of the TV stations which serves in Agalga,0,0,0,0,0.0,0.0
1097,Name the kingdom with currency Solidus (coin) and administrative headquarters in Nicomedia,0,0,0,0,0.0,0.0
1098,Is the assembly of tofa ahin ethopia,0,0,0,0,0.0,0.0
1099,Do Ctenochaetus Binotatus lie in the cActinopterygii class,0,0,0,0,0.0,0.0
1100,How many food items have an ingredient from the Sapindales family,0,0,0,0,0.0,0.0
1101,How many movies have had a cinematographer who died in US,http://dbpedia.org/ontology/Film,movie,1,0,0.0,0.0
1102,Does Stanley Cavell study Shakespeare,0,0,0,0,0.0,0.0
1104,Where is the hometown of A Bartlett Giamatti,0,0,0,0,0.0,0.0
1105,Who won the silver medal when the bronze was won by Yang Yilin,0,0,0,0,0.0,0.0
1107,Who are the predecessors of John Randolph of Roanoke,0,0,0,0,0.0,0.0
1108,Is fox belong to the phylum of Chordate,0,0,0,0,0.0,0.0
1109,Does Abdelhameed Amarri currently play for Khartoum,0,0,0,0,0.0,0.0
1112,Who produces the tv series which made Scott Haran famous,0,0,0,0,0.0,0.0
1113,Give me a count on associates of Johnny Cash,0,0,0,0,0.0,0.0
1114,What is a salthill,0,0,0,0,0.0,0.0
1115,Who is the musician of Before I let you Go,0,0,0,0,0.0,0.0
1116,What is the Ceremonial County of Port of Tilbury,0,0,0,0,0.0,0.0
1117,What is the ideology of the Union of Cambodian Democrats which is also the ideology of Palang Dharma Party,0,0,0,0,0.0,0.0
1118,What is the honorary title of the narrator of Everything Will Be OK,0,0,0,0,0.0,0.0
1119,"Does the white river flow into the connecticut river{u'_id': u'97e02dcf44aa43c1b7cc7a7c155b118f',",0,0,0,0,0.0,0.0
1120,What is the total number of other destinations of the airlines whose one of the destinations is Mediterranean Sea,0,0,0,0,0.0,0.0
1122,Count the number of things people who know linguistics are known for,0,0,0,0,0.0,0.0
1123,Does mumbai manage the railway line going to the daund railway junction,0,0,0,0,0.0,0.0
1125,Under which president did some politicians live in Kensington,0,0,0,0,0.0,0.0
1126,What awards were given to the producer of Chicken Little,0,0,0,0,0.0,0.0
1127,"Whose children died in North Bend, Ohio",0,0,0,0,0.0,0.0
1128,What is the governing body of Burro Flats Painted Cave,0,0,0,0,0.0,0.0
1129,Is Lieutenant general (United States) the superintendent of United States Air Force Academy,0,0,0,0,0.0,0.0
1130,Where did the conflict take place in which Henri Putz fought,0,0,0,0,0.0,0.0
1131,Name the series of Doctor Who: Evacuation Earth,0,0,0,0,0.0,0.0
1132,Is Lyndon bridge a kind of Truss bridge,0,0,0,0,0.0,0.0
1133,What water bodies have primary inflows sa Kemijoki,0,0,0,0,0.0,0.0
1136,Enumerate the cars related to the ones assembled in Toluca,0,0,0,0,0.0,0.0
1138,Which school of jack mcGregor attend which was also the training center of William Anthony,0,0,0,0,0.0,0.0
1139,"What is the university to which Erica Frank went, and where Ivan Toplak was a club manager",0,0,0,0,0.0,0.0
1140,What is the hometown of the residents of Martha's vineyards,0,0,0,0,0.0,0.0
1142,Does the north carolina highway 280 end in Arden,0,0,0,0,0.0,0.0
1143,How many people are buried in the Mausoleum of Augustus,0,0,0,0,0.0,0.0
1148,Was Johnny Depp a member of Skull Gang,0,0,0,0,0.0,0.0
1149,How many sports are played at the university whose president is Emanuel de Guzman,http://dbpedia.org/ontology/Sport,sport,1,1,0.0,0.0
1151,Who is the owner of  Latvian Wikipedia and Wiktionary,0,0,0,0,0.0,0.0
1153,name the Glover's distributer,0,0,0,0,0.0,0.0
1154,"What nation is Hornito located in, where Jamie Bateman Cayn died too",0,0,0,0,0.0,0.0
1155,How many shows belong to the network one of whose sister station is Cartoonite,http://dbpedia.org/ontology/TelevisionShow,shows,1,0,0.0,0.0
1156,who are all the people who have managed the England's under 20 soccer team,0,0,0,0,0.0,0.0
1157,Moscow-Kazan high speed railway starts from which station,0,0,0,0,0.0,0.0
1159,Does the hudson river flow into the lower manhatten,0,0,0,0,0.0,0.0
1160,In how many places did Julian Leow Beng Kim study,0,0,0,0,0.0,0.0
1161,What is the common university iof vanderbilt Commodores and also the college of hubert Wiggs,0,0,0,0,0.0,0.0
1163,How many movies have been directed by almunies of Parsons School of Design,0,0,0,0,0.0,0.0
1165,Was einstein a doctoral student of Alfred Kleiner,0,0,0,0,0.0,0.0
1166,Is the Mount St Peter Church made in the international architectural style,0,0,0,0,0.0,0.0
1167,What is the state of origin of Thomas Pfyl,0,0,0,0,0.0,0.0
1168,How many movies have been cinematographed by Jordan Cronenweth,http://dbpedia.org/ontology/Film,movie,1,0,0.0,0.0
1169,List the language of Kunsten Museum of moder art Aalborg,0,0,0,0,0.0,0.0
1171,List the relative of Tim Nanai-Williams,0,0,0,0,0.0,0.0
1172,Count the  origin of the beverages which have been originated in england /,0,0,0,0,0.0,0.0
1174,Count all the stateless people,0,0,0,0,0.0,0.0
1175,State the religion of the person known for People's Bank (Sri Lanka),0,0,0,0,0.0,0.0
1176,For how many cities's teams did David Bowens play,0,0,0,0,0.0,0.0
1177,what are some neighboring cities of Pregny Chambsy,0,0,0,0,0.0,0.0
1178,How many honorary title are there of the scientists who has  Australian of the Year award,0,0,0,0,0.0,0.0
1180,Which job of Irving Chernev is the non-fiction subject of the Thud,0,0,0,0,0.0,0.0
1181,What is the political party of the daughter of Jawaharlal Nehru,0,0,0,0,0.0,0.0
1182,"Which units are garrisoned at Arlington County, Virginia",0,0,0,0,0.0,0.0
1183,What are the mountains in the Sequoia National Park,http://dbpedia.org/ontology/Mountain,mountain,1,1,0.0,0.0
1184,Name the city of Duwamish River,0,0,0,0,0.0,0.0
1185,In which country is Sierra del Merendin,0,0,0,0,0.0,0.0
1186,Give me a count of everything made by the company which offers electronical manufacturing too.,0,0,0,0,0.0,0.0
1187,Who is the vice president of Jared Bernstein,0,0,0,0,0.0,0.0
1189,How many non-fiction subject are there of the books whose one of the non-fiction subject is Ankh-Morpork City Watch,0,0,0,0,0.0,0.0
1190,How many contries surround the seas on the banks of which is the city of Cancun,0,0,0,0,0.0,0.0
1193,How many organizations work for Environmentalism,0,0,0,0,0.0,0.0
1195,List the members of Skull Gang,0,0,0,0,0.0,0.0
1196,Count the movies directed by Tim Burton and music composer Danny Elfman,0,0,0,0,0.0,0.0
1197,People who debuted from Houston Astros have played in which clubs,0,0,0,0,0.0,0.0
1198,What sport played at Islamic azad uni employes Craig Van Tilbury,0,0,0,0,0.0,0.0
1199,Where are Solidus and Aureus used,0,0,0,0,0.0,0.0
1200,Foxy Brown was associated with which band,0,0,0,0,0.0,0.0
1201,Whose military units are VMF-218 and VMF-155,0,0,0,0,0.0,0.0
1202,How many non fiction topics does Thud! deals with,0,0,0,0,0.0,0.0
1203,Is Steve Nash the chairman of Vancouver Whitecaps FC,0,0,0,0,0.0,0.0
1204,Did Christian Barnard study in the University of Minnesota,0,0,0,0,0.0,0.0
1205,Is the national anthem of Mauritius motherland,0,0,0,0,0.0,0.0
1206,What is the municipality of the Homestead Grays Bridge and Roberto Clemente Bridge,0,0,0,0,0.0,0.0
1208,Pennsylvania has how many american football teams,0,0,0,0,0.0,0.0
1209,How many teams have someone playing at the defenceman position,http://dbpedia.org/ontology/SportsTeam,team,1,0,0.0,0.0
1210,Count the number of different religions that field marshals have followed,0,0,0,0,0.0,0.0
1211,Did Annie Leibovitz do the cover of The Road Ahead,0,0,0,0,0.0,0.0
1212,What is the stylistic origin of Wizard rock,0,0,0,0,0.0,0.0
1213,Count the  area of the radio stations whose serves in South Carolina,0,0,0,0,0.0,0.0
1214,"Who  has these major shrines  : Emmitsburg, Maryland and Shrine of St. Elizabeth Ann Bayley Seton",0,0,0,0,0.0,0.0
1215,Name a few whose live in a place where Indian English is an official language,0,0,0,0,0.0,0.0
1217,List the awards given to the important people of Aardman Animations,0,0,0,0,0.0,0.0
1218,From what american football teams did Carlos Emmons play,0,0,0,0,0.0,0.0
1220,Relatives of Moses used to follow which religions,0,0,0,0,0.0,0.0
1221,What sports are played at institutes affiliated by the Association of Southeast Asian Institutes of Higher Learning,0,0,0,0,0.0,0.0
1222,"What sport amongst the one Lagos Preparatory School practices, did Willian Garne play for",0,0,0,0,0.0,0.0
1223,"Count the different places where the people died, who were born in England",0,0,0,0,0.0,0.0
1225,Is The Universe in a Single Atom a book about buddhism,0,0,0,0,0.0,0.0
1226,What are the famous Uni Toronto scientists known for,0,0,0,0,0.0,0.0
1227,How many veterans are buried in the US,0,0,0,0,0.0,0.0
1228,Count the PhD students whose thesis are supervised by National Medal of Science winners,0,0,0,0,0.0,0.0
1230,In which mountain range does the Rochers De Naye lie,0,0,0,0,0.0,0.0
1231,Murray Gold has composed music for how many things,0,0,0,0,0.0,0.0
1232,Count the number of other product of the banks whose one of the product is Wealth management,0,0,0,0,0.0,0.0
1233,How many people have led agencies in German occupied Europe,0,0,0,0,0.0,0.0
1234,What is the citizenship of Saima Chowdhury,0,0,0,0,0.0,0.0
1235,How did Letitia MacTavish Hargrave died,0,0,0,0,0.0,0.0
1237,How many molluscas are there whose families are Buccinidae and Buccinoidea,0,0,0,0,0.0,0.0
